"","V1","V2"
"3414",8986,28182
"3578",721,27483
"3579",721,16929
"3641",9223,11401
"3963",9262,6258
"3964",9262,9032
"3965",9262,13832
"4895",6697,28856
"4896",6697,28857
"4975",130,11270
"5272",130,615
"5273",130,623
"5274",130,616
"5864",5346,9041
"5965",9434,18108
"5966",9434,18106
"5967",9434,18110
"5968",9434,18111
"5969",9434,18107
"5970",9434,18105
"5971",9434,18109
"5972",9434,9186
"5973",9434,9187
"5974",9434,9184
"5975",9434,9183
"5976",9434,9181
"5977",9434,9188
"5978",9434,9182
"5979",9434,9189
"5980",9434,9190
"5981",9434,9191
"5982",9434,9192
"5983",9434,9185
"6205",5346,11268
"6493",4912,28856
"6494",4912,28857
"6554",8986,15576
"6555",8986,22252
"6556",8986,22251
"6557",8986,22250
"6558",8986,18105
"6559",8986,22249
"6561",8986,22253
"6743",7416,28854
"6744",7416,28853
"6745",7416,28857
"6746",7416,28856
"6747",7416,28855
"6952",4516,28856
"6953",4516,28857
"6991",1305,28856
"6992",1305,28857
"7204",3027,28856
"7205",3027,28857
"7245",130,10452
"7246",130,30088
"7272",1726,28856
"7273",1726,28857
"7301",9509,2329
"7320",9516,29452
"7321",9516,28889
"7322",9516,25933
"7323",9516,7788
"7324",9516,7790
"7325",9516,7789
"7326",9516,7787
"7329",130,24074
"7390",9528,27366
"7393",3477,29245
"7404",8968,16517
"7419",9539,24706
"7445",9543,25920
"7446",9543,7428
"7447",9543,7443
"7448",9543,7431
"7449",9543,7442
"7450",9543,7432
"7451",9543,7440
"7491",3477,28278
"7494",3477,21765
"7496",9547,22141
"7497",9547,22142
"7498",5445,30767
"7520",130,14972
"7628",130,30325
"7629",5982,28856
"7630",5982,28857
"8174",3477,24456
"8269",6384,32426
"8270",6384,27962
"8271",6384,30716
"8272",6384,27967
"8322",130,1476
"8447",5337,25103
"8448",5337,19879
"8449",5337,26977
"8450",5337,26980
"8451",5337,19874
"8484",9539,24712
"8495",8968,6561
"8525",5346,32469
"8526",5346,31049
"8527",5346,30961
"8528",5346,31968
"8529",5346,31977
"8530",5346,30931
"8531",5346,31972
"8532",5346,30933
"8533",5346,31973
"8534",5346,31969
"8535",5346,32606
"8536",5346,31321
"8537",5346,31128
"8538",5346,31856
"8539",5346,32129
"8540",5346,32640
"8541",5346,31974
"8542",5346,32301
"8543",5346,31437
"8544",5346,31971
"8545",5346,31970
"8546",5346,32109
"8547",5346,31959
"8548",5346,31958
"8549",5346,28677
"8550",5346,27686
"8577",9768,33003
"8667",9977,32215
"8668",9977,32213
"8669",9977,32216
"8670",9977,18380
"8671",9977,18377
"8672",9977,18379
"8673",9977,18378
"8674",9977,29104
"8675",9977,29105
"8676",9977,29102
"8677",9977,29106
"8678",9977,29100
"8679",9977,29444
"8680",9977,29996
"8681",9977,27590
"8682",9977,27585
"8683",9977,27588
"8684",9977,27587
"8685",9977,27586
"8686",9977,8427
"8687",9977,27425
"8688",9977,27426
"8689",9977,9765
"8690",9977,9768
"8691",9977,9769
"8692",9977,16358
"8693",9977,26407
"8694",9977,33102
"8695",9977,33103
"8696",9977,31793
"8697",9977,21724
"8698",9977,21723
"8699",9977,21731
"8700",9977,17503
"8701",9977,17501
"8702",9977,17502
"8703",9977,17499
"8704",9977,17500
"8705",9977,17497
"8706",9977,17504
"8707",9977,27678
"8708",9977,10578
"8709",9977,10579
"8710",9977,10583
"8711",9977,10582
"8712",9977,13247
"8713",9977,13252
"8714",9977,1941
"8715",9977,1942
"8716",9977,1943
"8717",9977,1944
"8718",9977,25776
"8719",9977,26894
"8720",9977,28848
"8721",9977,28849
"8722",9977,28850
"8723",9977,28851
"8724",9977,28852
"8725",9977,28853
"8726",9977,28854
"8727",9977,28855
"8728",9977,28856
"8729",9977,28857
"8730",9977,10576
"8745",8986,16903
"8746",8986,16901
"8747",8986,16900
"8748",8986,16902
"8749",8986,16899
"8750",8986,16898
"8804",10004,21414
"8805",10004,21412
"8806",10004,21409
"8807",10004,21410
"8808",10004,21417
"8809",10004,21416
"8810",10004,21676
"8812",10004,21569
"8813",10004,24668
"8814",10004,24669
"8815",10004,23047
"8816",10004,23048
"8817",10004,23044
"8818",10004,23045
"8819",10004,31070
"8820",10004,31069
"8821",10004,22479
"8822",10004,22480
"8943",9981,22482
"8944",9981,15513
"8945",9981,5056
"8946",9981,5065
"8947",9981,5066
"8948",9981,5055
"8949",9981,5049
"8950",9981,5064
"8951",9981,4606
"8952",9981,9282
"8953",9981,6194
"8954",9981,13191
"8955",9981,5053
"8956",9981,2928
"8957",9981,7273
"8958",9981,27699
"8959",9981,26220
"8960",9981,26302
"8961",9981,25104
"8962",9981,19882
"8963",9981,19879
"9035",9539,24707
"9047",10353,33287
"9048",10353,33291
"9049",10353,33292
"9051",10353,32560
"9109",4414,7011
"9110",9977,32973
"9111",9977,32971
"9112",9977,29396
"9113",9977,16252
"9114",9977,16251
"9115",9977,28106
"9116",9977,27256
"9117",9977,27258
"9118",9977,27282
"9119",9977,27284
"9120",9977,27285
"9121",9977,28809
"9122",9977,22836
"9123",9977,22837
"9124",9977,22838
"9125",9977,22839
"9126",9977,22833
"9127",9977,22834
"9128",9977,22840
"9129",9977,22841
"9130",9977,22842
"9131",9977,22835
"9132",9977,22832
"9133",9977,22843
"9134",9977,22845
"9135",9977,22846
"9136",9977,22844
"9137",9977,20118
"9138",9977,20119
"9139",9977,20122
"9140",9977,20124
"9141",9977,20123
"9142",9977,20120
"9143",9977,20121
"9144",9977,10360
"9145",9977,10361
"9146",9977,18936
"9147",9977,18937
"9148",9977,18938
"9149",9977,18928
"9150",9977,18931
"9151",9977,18932
"9152",9977,18933
"9153",9977,18926
"9154",9977,18929
"9155",9977,18934
"9156",9977,18935
"9157",9977,18927
"9158",9977,18930
"9159",9977,13575
"9160",9977,13576
"9161",9977,13574
"9162",9977,13577
"9163",9977,13578
"9164",9977,13579
"9165",9977,13584
"9166",9977,13580
"9167",9977,13581
"9168",9977,13582
"9169",9977,13583
"9170",9977,13585
"9171",9977,13586
"9172",9977,13587
"9173",9977,13589
"9174",9977,13588
"9175",9977,10389
"9176",9977,10396
"9177",9977,10391
"9178",9977,10384
"9179",9977,10388
"9180",9977,10387
"9181",9977,10385
"9182",9977,10386
"9183",9977,10392
"9184",9977,10390
"9185",9977,10383
"9186",9977,10393
"9187",9977,10394
"9188",9977,10395
"9192",10539,33146
"9193",10539,33209
"9194",10539,33210
"9195",10539,33257
"9196",10539,33260
"9398",10539,33601
"9399",10539,33600
"9423",8986,32957
"9424",8986,33593
"9425",8986,32742
"9443",8986,19673
"9444",8986,19674
"9570",10855,15872
"9574",10855,9037
"9625",9768,33750
"9785",5286,924
"9802",9160,32608
"9868",9262,33146
"10113",9977,34108
"10114",9977,33841
"10115",9977,33715
"10116",9977,32857
"10117",9977,32694
"10118",9977,32754
"10119",9977,32604
"10123",9977,32888
"10124",9977,32890
"10125",9977,33242
"10126",9977,32894
"10127",9977,33241
"10128",9977,32896
"10129",9977,32898
"10130",9977,32900
"10131",9977,32901
"10132",9977,32903
"10133",9977,19879
"10134",9977,19876
"10135",9977,19878
"10136",9977,27558
"10137",9977,26406
"10138",9977,26144
"10139",9977,26105
"10140",9977,24999
"10141",9977,26083
"10142",9977,26106
"10144",9977,33978
"10145",9977,33984
"10146",9977,33991
"10147",9977,33994
"10148",9977,33995
"10149",9977,33996
"10150",9977,17496
"10151",9977,33997
"10152",9977,33999
"10153",9977,17498
"10154",9977,34002
"10155",9977,34004
"10156",9977,34005
"10157",9977,34006
"10158",9977,34007
"10159",9977,34008
"10160",9977,10584
"10161",9977,10577
"10163",9977,32795
"10164",9977,32798
"10165",9977,32789
"10166",9977,32790
"10167",9977,32791
"10168",9977,32793
"10169",9977,32794
"10170",9977,32800
"10171",9977,32802
"10172",9977,32805
"10173",9977,32808
"10174",9977,32811
"10175",9977,32490
"10176",9977,32493
"10177",9977,32502
"10178",9977,32503
"10179",9977,32504
"10180",9977,32505
"10181",9977,32509
"10182",9977,32511
"10183",9977,32513
"10184",9977,32514
"10185",9977,32515
"10186",9977,11116
"10187",9977,11090
"10188",9977,11117
"10189",9977,11119
"10190",9977,16679
"10191",9977,11091
"10192",9977,11118
"10193",9977,16681
"10194",9977,11120
"10195",9977,16682
"10197",9977,31774
"10198",9977,31794
"10199",9977,31775
"10200",9977,31777
"10201",9977,31781
"10202",9977,31779
"10203",9977,31782
"10204",9977,31783
"10205",9977,31784
"10206",9977,31785
"10207",9977,31786
"10209",9977,31787
"10210",9977,31788
"10211",9977,31789
"10212",9977,31791
"10213",9977,30155
"10214",9977,30156
"10215",9977,30157
"10216",9977,30131
"10217",9977,30130
"10218",9977,30132
"10219",9977,30133
"10221",9977,30134
"10222",9977,30135
"10223",9977,30137
"10224",9977,25737
"10225",9977,25736
"10226",9977,21120
"10227",9977,21121
"10228",9977,21119
"10229",9977,21123
"10230",9977,21124
"10231",9977,21122
"10234",9977,26472
"10235",9977,26473
"10237",9977,26474
"10238",9977,26479
"10239",9977,26484
"10240",9977,26487
"10241",9977,26488
"10242",9977,26489
"10243",9977,26490
"10244",9977,26491
"10245",9977,26495
"10246",9977,26496
"10247",9977,26497
"10248",9977,26498
"10250",9977,26499
"10251",9977,26500
"10252",9977,26502
"10253",9977,26504
"10254",9977,26505
"10255",9977,26506
"10256",9977,21959
"10257",9977,21961
"10258",9977,21949
"10259",9977,21962
"10260",9977,21963
"10261",9977,21950
"10262",9977,21956
"10263",9977,21957
"10264",9977,21947
"10265",9977,21951
"10266",9977,21960
"10267",9977,21954
"10268",9977,21955
"10269",9977,21952
"10270",9977,21953
"10272",9977,21964
"10273",9977,21948
"10274",9977,21965
"10275",9977,21958
"10276",9977,26899
"10277",9977,26900
"10278",9977,26901
"10279",9977,26915
"10280",9977,26916
"10281",9977,26918
"10282",9977,26919
"10283",9977,26920
"10284",9977,26923
"10285",9977,26924
"10286",9977,26732
"10287",9977,26736
"10288",9977,26737
"10289",9977,26738
"10290",9977,26739
"10291",9977,26740
"10292",9977,26743
"10293",9977,26752
"10294",9977,26755
"10295",9977,26756
"10296",9977,26757
"10297",9977,26758
"10298",9977,26759
"10299",9977,26761
"10300",9977,26764
"10301",9977,26765
"10302",9977,26766
"10303",9977,26767
"10304",9977,26768
"10305",9977,26771
"10306",9977,26773
"10307",9977,26677
"10308",9977,26676
"10309",9977,26675
"10310",9977,26674
"10311",9977,26673
"10312",9977,26671
"10313",9977,26670
"10314",9977,26668
"10315",9977,26666
"10316",9977,26665
"10317",9977,26664
"10318",9977,26662
"10319",9977,26660
"10320",9977,26658
"10321",9977,26657
"10322",9977,26656
"10323",9977,26655
"10324",9977,26653
"10325",9977,26647
"10326",9977,26645
"10327",9977,26682
"10328",9977,26644
"10329",9977,26643
"10330",9977,26642
"10331",9977,26641
"10332",9977,26640
"10333",9977,26639
"10334",9977,26638
"10335",9977,26637
"10336",9977,26636
"10337",9977,26634
"10338",9977,26632
"10339",9977,26631
"10340",9977,26629
"10341",9977,26628
"10342",9977,26626
"10343",9977,26625
"10344",9977,26624
"10345",9977,26623
"10346",9977,29870
"10347",9977,29001
"10348",9977,28584
"10349",9977,13039
"10350",9977,13041
"10351",9977,26588
"10352",9977,26591
"10353",9977,26595
"10354",9977,26597
"10355",9977,13042
"10356",9977,26599
"10357",9977,13040
"10358",9977,13044
"10359",9977,13045
"10360",9977,13043
"10361",9977,13038
"10362",9977,26600
"10363",9977,26601
"10364",9977,26607
"10365",9977,26609
"10366",9977,26612
"10367",9977,26603
"10368",9977,26613
"10369",9977,26606
"10370",9977,26602
"10371",9977,26611
"10372",9977,26615
"10373",9977,26618
"10374",9977,17836
"10375",9977,17837
"10376",9977,17838
"10377",9977,17834
"10378",9977,17839
"10379",9977,17840
"10380",9977,17841
"10381",9977,17842
"10382",9977,17843
"10383",9977,17844
"10384",9977,17845
"10385",9977,17835
"10386",9977,17846
"10387",9977,17833
"10388",9977,14340
"10389",9977,14341
"10390",9977,14342
"10391",9977,14343
"10392",9977,14344
"10393",9977,14345
"10394",9977,14346
"10395",9977,14347
"10396",9977,14348
"10397",9977,14349
"10398",9977,14350
"10399",9977,14351
"10400",9977,14352
"10401",9977,15455
"10402",9977,15457
"10403",9977,15458
"10404",9977,15459
"10405",9977,15460
"10406",9977,15461
"10407",9977,15462
"10408",9977,15463
"10409",9977,15464
"10410",9977,15465
"10411",9977,15466
"10412",9977,15468
"10413",9977,15469
"10414",9977,15470
"10415",9977,15471
"10417",9977,21497
"10418",9977,21498
"10419",9977,21499
"10420",9977,21500
"10421",9977,21501
"10422",9977,21496
"10423",9977,21502
"10424",9977,21503
"10425",9977,21504
"10426",9977,21505
"10427",9977,21506
"10428",9977,21508
"10429",9977,21509
"10430",9977,22530
"10431",9977,22525
"10432",9977,22526
"10433",9977,12043
"10434",9977,12040
"10435",9977,12047
"10436",9977,12042
"10437",9977,12044
"10438",9977,12052
"10439",9977,12046
"10440",9977,12048
"10441",9977,12054
"10442",9977,12053
"10443",9977,12049
"10444",9977,12045
"10445",9977,12050
"10446",9977,12051
"10447",9977,12041
"10448",9977,23970
"10449",9977,23971
"10450",9977,23972
"10451",9977,23973
"10452",9977,23974
"10453",9977,23975
"10454",9977,23976
"10455",9977,23979
"10456",9977,23977
"10457",9977,23978
"10458",9977,23981
"10459",9977,23982
"10460",9977,23983
"10461",9977,23984
"10462",9977,23999
"10463",9977,29668
"10464",9977,19305
"10465",9977,19300
"10466",9977,19307
"10467",9977,19328
"10468",9977,19331
"10469",9977,19334
"10470",9977,19296
"10471",9977,19327
"10472",9977,19310
"10473",9977,19311
"10474",9977,19306
"10475",9977,19309
"10476",9977,19333
"10477",9977,19326
"10478",9977,19324
"10479",9977,19330
"10480",9977,19314
"10481",9977,19308
"10482",9977,19329
"10483",9977,19332
"10484",9977,19323
"10485",9977,19325
"10486",9977,19321
"10487",9977,19313
"10488",9977,19304
"10489",9977,19315
"10490",9977,19316
"10491",9977,19318
"10492",9977,19317
"10493",9977,19319
"10494",9977,19320
"10495",9977,19322
"10496",9977,19297
"10497",9977,19298
"10498",9977,19299
"10499",9977,19301
"10500",9977,19302
"10501",9977,19303
"10502",9977,24100
"10503",9977,24103
"10504",9977,24092
"10505",9977,24097
"10506",9977,24108
"10507",9977,24438
"10508",9977,24439
"10509",9977,24478
"10510",9977,24479
"10511",9977,24480
"10512",9977,24481
"10513",9977,24482
"10514",9977,24483
"10515",9977,29286
"10516",9977,25622
"10517",9977,25623
"10518",9977,26539
"10519",9977,25621
"10520",9977,25616
"10521",9977,25620
"10522",9977,25624
"10523",9977,25625
"10524",9977,25617
"10525",9977,25619
"10526",9977,25618
"10527",9977,25627
"10528",9977,25626
"10529",9977,16582
"10530",9977,16583
"10531",9977,16584
"10532",9977,16585
"10533",9977,16586
"10534",9977,16587
"10535",9977,16589
"10536",9977,16588
"10537",9977,16590
"10538",9977,16591
"10539",9977,16592
"10540",9977,16593
"10541",9977,16594
"10542",9977,16595
"10547",9977,30446
"10548",9977,33170
"10549",9977,33174
"10550",9977,33189
"10551",9977,33301
"10552",9977,33549
"10553",9977,34203
"10554",9977,26659
"10555",9977,26661
"10556",9977,26663
"10557",9977,26667
"10558",9977,26669
"10559",9977,22241
"10560",9977,20781
"10561",9977,20782
"10562",9977,20783
"10563",9977,20784
"10564",9977,20785
"10565",9977,20786
"10566",9977,20787
"10567",9977,20788
"10568",9977,20789
"10569",9977,30766
"10570",9977,30004
"10571",9977,30006
"10572",9977,29665
"10573",9977,29666
"10574",9977,29669
"10575",9977,30860
"10576",9977,30868
"10577",9977,30866
"10578",9977,30859
"10579",9977,30865
"10580",9977,30864
"10581",9977,30863
"10582",9977,30862
"10583",9977,30858
"10584",9977,30861
"10585",9977,22478
"10586",9977,5214
"10587",9977,5216
"10588",9977,5217
"10589",9977,5215
"10590",9977,5218
"10591",9977,5201
"10592",9977,5202
"10593",9977,5209
"10594",9977,5210
"10595",9977,5213
"10596",9977,5212
"10597",9977,5211
"10598",9977,5200
"10599",9977,5205
"10600",9977,5207
"10601",9977,5203
"10602",9977,5204
"10603",9977,5208
"10604",9977,5206
"10607",9977,28036
"10608",9977,28037
"10609",9977,28039
"10610",9977,28040
"10611",9977,28042
"10612",9977,28310
"10613",9977,28312
"10614",9977,28096
"10615",9977,28101
"10616",9977,28104
"10617",9977,28103
"10618",9977,28105
"10619",9977,27512
"10620",9977,27513
"10621",9977,27514
"10622",9977,27517
"10623",9977,27518
"10624",9977,25351
"10625",9977,25352
"10626",9977,25353
"10627",9977,25354
"10628",9977,25355
"10629",9977,25356
"10630",9977,25359
"10631",9977,25358
"10632",9977,25361
"10633",9977,25357
"10634",9977,25362
"10635",9977,28435
"10636",9977,8388
"10637",9977,8389
"10638",9977,8390
"10639",9977,8391
"10640",9977,8392
"10641",9977,8393
"10642",9977,8394
"10643",9977,8395
"10644",9977,8396
"10645",9977,8397
"10646",9977,8398
"10754",5445,13643
"10755",5445,31161
"10756",5445,9039
"10757",5445,1714
"10758",5445,1701
"10840",11197,12477
"10841",11197,12476
"10842",11197,22807
"10912",5445,30808
"10916",5445,33797
"10994",10987,33949
"11186",5445,34678
"11188",4249,31161
"11353",11457,1715
"11357",11347,19880
"11358",11347,27699
"11359",11347,21578
"11360",11347,5215
"11361",11347,22482
"11363",11347,7228
"11368",11347,15513
"11372",11347,5049
"11373",11347,10662
"11401",9977,34986
"11402",9977,34988
"11403",9977,34927
"11546",11347,21418
"11547",11347,21416
"11548",11347,21415
"11549",11347,22617
"11609",11588,22384
"11622",9262,34190
"11624",9262,35098
"11837",11713,28489
"11840",9160,30794
"11841",9160,34592
"11887",130,2834
"11888",130,2835
"11889",130,2836
"12007",11812,7476
"12048",8986,33972
"12049",8986,21124
"12050",8986,11120
"12051",8986,12047
"12052",8986,16681
"12053",8986,14342
"12054",8986,14347
"12055",8986,14346
"12056",8986,14343
"12057",8986,14348
"12058",8986,14349
"12059",8986,19254
"12060",8986,19664
"12061",8986,19662
"12062",8986,19256
"12063",8986,19660
"12190",1379,8404
"12271",130,11665
"12375",12525,29273
"12379",10987,33976
"12428",10987,35082
"12431",5445,26511
"12601",10987,18378
"12619",10987,34936
"12622",10987,33659
"12623",10987,33656
"12624",10987,34051
"12626",10987,33657
"12784",7737,10510
"12880",13962,1382
"12881",13962,10147
"12909",12293,872
"12939",15296,33465
"12982",5337,34991
"12983",5337,26083
"12984",5337,26105
"12985",5337,27558
"12986",5337,29422
"12987",5337,29105
"12988",5337,29100
"12989",5337,31980
"12990",5337,11252
"12991",5337,11244
"12992",5337,11251
"12993",5337,3562
"12994",5337,3563
"12995",5337,28681
"12996",5337,28692
"12997",5337,28693
"12998",5337,5216
"12999",5337,5211
"13000",5337,29106
"13001",5337,29996
"13002",5337,29108
"13003",5337,29499
"13004",5337,29502
"13005",5337,29501
"13006",5337,34203
"13033",15532,26875
"13462",8814,35040
"13463",8814,30087
"13464",8814,31367
"13595",9768,37261
"13596",9539,1999
"13633",19632,13036
"13785",20567,28189
"13789",10113,4223
"13818",20598,32805
"13823",20611,3572
"13834",10113,18111
"13914",10113,13407
"14355",8350,20741
"14704",10113,29123
"14854",4240,30858
"15092",11347,26302
"15093",11347,25104
"15160",8986,38468
"15161",8986,38462
"15162",8986,32670
"15163",8986,32780
"15164",8986,32781
"15165",8986,32801
"15166",8986,32803
"15167",8986,32804
"15168",8986,32806
"15202",9160,37907
"15224",11630,9034
"15225",11630,9027
"15226",11630,9036
"15228",11630,12985
"15229",11630,36932
"15230",11630,31161
"15233",11630,9038
"15238",11630,11400
"15239",11630,16407
"15383",8986,38115
"15384",8986,38116
"15385",8986,38117
"15475",4724,38534
"15527",9539,24705
"15630",22595,867
"15634",10855,36953
"15635",10855,38390
"15636",10855,36956
"15637",10855,16252
"15639",10855,6269
"15642",10855,27205
"15719",5346,34586
"15721",5346,26305
"15732",130,38861
"15746",22651,10376
"15759",13175,32993
"15806",9160,39433
"15826",9665,37491
"15894",130,32973
"15909",22836,25104
"15988",6384,27966
"15989",6384,17616
"15990",6384,17610
"15991",6384,27963
"16025",8986,39305
"16027",49890,27205
"16028",49890,5066
"16029",49890,5065
"16030",49890,5059
"16031",49890,5056
"16032",49890,5055
"16033",49890,5063
"16034",49890,5064
"16035",49890,5062
"16036",49890,5060
"16037",49890,5061
"16038",49890,5050
"16039",49890,5052
"16040",49890,5058
"16041",49890,5054
"16042",49890,5053
"16043",49890,5057
"16044",49890,5049
"16045",49890,5051
"16046",49890,36932
"16047",49890,31161
"16048",49890,9041
"16049",49890,9040
"16050",49890,9026
"16051",49890,9039
"16052",49890,9038
"16053",49890,9037
"16054",49890,9036
"16055",49890,9035
"16056",49890,9028
"16057",49890,9029
"16058",49890,9031
"16059",49890,9030
"16060",49890,9032
"16061",49890,9034
"16062",49890,9027
"16063",49890,32975
"16064",49890,27735
"16065",49890,6284
"16066",49890,6282
"16067",49890,6283
"16068",49890,6281
"16069",49890,6273
"16070",49890,6280
"16071",49890,6263
"16072",49890,6278
"16073",49890,6279
"16074",49890,6261
"16075",49890,6271
"16076",49890,6272
"16077",49890,6277
"16078",49890,6258
"16079",49890,6257
"16080",49890,6267
"16081",49890,6262
"16082",49890,6276
"16083",49890,6275
"16084",49890,6274
"16085",49890,6264
"16086",49890,6270
"16087",49890,6269
"16088",49890,6268
"16089",49890,6266
"16090",49890,6265
"16091",49890,6259
"16092",49890,6260
"16094",49890,37296
"16095",49890,35088
"16096",49890,28342
"16097",49890,33722
"16098",49890,33721
"16099",49890,28343
"16100",49890,26579
"16101",49890,35268
"16102",49890,35274
"16103",49890,35270
"16104",49890,35271
"16105",49890,35272
"16106",49890,35273
"16107",49890,35269
"16108",49890,35275
"16109",49890,1717
"16110",49890,1718
"16111",49890,1711
"16112",49890,1701
"16113",49890,1691
"16114",49890,1714
"16115",49890,1715
"16116",49890,1709
"16117",49890,1703
"16118",49890,1702
"16119",49890,1710
"16120",49890,1704
"16121",49890,1708
"16122",49890,1705
"16123",49890,1713
"16124",49890,1712
"16125",49890,1707
"16126",49890,1706
"16127",49890,1693
"16128",49890,1697
"16129",49890,1700
"16130",49890,1694
"16131",49890,1695
"16132",49890,1692
"16133",49890,1698
"16134",49890,1699
"16135",49890,1696
"16136",49890,2161
"16137",49890,2162
"16138",49890,2163
"16139",49890,2164
"16140",49890,2165
"16141",49890,2166
"16142",49890,2167
"16143",49890,13191
"16144",49890,33690
"16145",49890,32574
"16146",49890,13213
"16147",49890,13212
"16148",49890,13211
"16149",49890,13209
"16150",49890,13210
"16151",49890,13208
"16152",49890,13189
"16153",49890,13207
"16154",49890,13206
"16155",49890,13205
"16156",49890,13192
"16157",49890,13204
"16158",49890,13203
"16159",49890,13202
"16160",49890,13190
"16161",49890,13199
"16162",49890,13193
"16163",49890,13194
"16164",49890,13201
