"","V1","V2"
"1492",8787,5049
"1493",8787,5051
"1494",8787,6279
"1495",8787,6271
"1496",8787,6277
"1497",8787,6257
"1498",8787,6267
"1499",8787,6262
"1500",8787,6276
"1501",8787,6274
"1502",8787,6264
"1503",8787,6270
"1504",8787,6269
"1505",8787,6268
"1506",8787,6266
"1507",8787,6265
"1508",8787,6259
"1797",8829,7316
"1798",8829,7317
"1799",8829,7318
"1800",8829,26836
"1801",8829,26575
"1802",8829,27604
"1803",8829,26581
"1804",8829,26570
"1805",8829,26572
"1806",8829,26577
"1807",8829,26580
"1808",8829,26850
"1809",8829,26583
"1810",8829,26617
"1811",8829,26608
"1819",8446,16930
"1820",8446,13961
"1821",8446,5549
"1823",2620,27023
"1955",8857,11820
"1956",8858,21611
"2038",8446,27727
"2040",8042,26165
"2090",8446,27809
"2091",8446,27811
"2241",447,28061
"2244",8507,28067
"2247",8927,28061
"2422",8978,7674
"2526",8446,26961
"2548",8978,2409
"2564",259,28217
"2565",259,28216
"2566",259,28218
"2572",9021,1359
"2573",9021,1361
"2574",9021,1362
"2587",719,13191
"2841",5419,28845
"2842",5419,28846
"2843",5419,19391
"2844",5419,19385
"2845",5419,19381
"2948",9122,29035
"3022",9139,7471
"3023",9139,15872
"3024",9139,15866
"3025",9139,15867
"3026",9139,15871
"3027",9139,15870
"3051",7933,14189
"3064",9122,29151
"3222",1798,19673
"3390",9195,20742
"3391",9195,13840
"3401",9195,6327
"3402",9195,2438
"3403",9195,13963
"3404",9195,28159
"3405",9195,12179
"3406",9195,29231
"3415",9195,13191
"3416",9195,5551
"3425",9195,7264
"3426",9195,4092
"3427",9195,5051
"3428",9195,11719
"3429",9195,7269
"3430",9195,1861
"3431",9195,10309
"3432",9195,2162
"3433",9195,2167
"3434",9195,14609
"3435",9195,6259
"3436",9195,6267
"3437",9195,6276
"3438",9195,6268
"3439",9195,7270
"3440",9195,6272
"3441",9195,6277
"3442",9195,8922
"3443",9195,7283
"3497",9195,23496
"3498",9195,14148
"3511",9195,9032
"3528",470,23078
"3547",9206,29233
"3581",9195,22482
"3669",9195,26932
"3711",4914,29396
"3863",9254,2353
"3864",9254,2355
"3865",9254,2354
"4018",9276,21579
"4019",9276,23425
"4020",9276,21418
"4021",9276,21613
"4022",9276,21577
"4023",9276,22386
"4024",9276,24913
"4025",9276,24910
"4561",9292,27925
"4664",9295,29444
"4672",7124,595
"4673",7124,596
"4674",7124,594
"4675",7124,591
"4876",3381,5990
"5186",9357,27425
"5275",8671,16172
"5328",9374,22906
"5329",9374,5201
"5501",9381,27483
"5502",9381,16928
"5503",9381,16930
"5504",9381,16929
"5505",9381,16936
"5506",9381,16934
"5507",9381,16937
"5508",9381,16935
"5509",9381,16931
"5510",9381,17327
"5511",9381,17770
"5512",9381,16932
"5517",5060,28856
"5518",5060,28857
"5613",9396,19673
"5614",9396,19674
"5938",9429,27735
"5939",9429,6284
"5940",9429,6282
"5941",9429,1241
"5942",9429,1233
"5943",9429,1226
"5944",9429,1247
"6090",5148,23652
"6091",5148,23651
"6124",9455,9041
"6125",9455,9026
"6126",9455,9035
"6127",9455,29567
"6128",9455,28061
"6175",9440,9026
"6531",3381,28106
"6784",4391,28857
"6785",4391,28856
"6786",4391,28855
"6907",7535,28856
"6908",7535,28857
"6914",1174,25511
"6943",7124,28343
"6948",7206,28856
"6949",7206,28857
"7010",1815,27425
"7011",1815,9765
"7012",1815,9768
"7013",1815,27426
"7014",1815,9769
"7015",1815,16358
"7027",719,30270
"7028",719,30269
"7029",719,27035
"7042",2658,28856
"7043",2658,28857
"7057",9455,31313
"7089",447,31313
"7090",447,29567
"7093",8096,9041
"7094",8096,9039
"7095",8096,9037
"7320",9516,29452
"7321",9516,28889
"7322",9516,25933
"7323",9516,7788
"7324",9516,7790
"7325",9516,7789
"7326",9516,7787
"7854",2275,27205
"7882",9592,29828
"7963",5909,31161
"7989",9195,5066
"8098",9195,13837
"8273",9676,4749
"8308",9716,26460
"8340",7206,32619
"8341",7206,32623
"8452",9195,11399
"8576",4914,32971
"8656",9972,32143
"8911",10045,11327
"8912",10045,32968
"8913",10045,26248
"8914",10045,9062
"8915",10045,26227
"8916",10045,22540
"8917",10045,22538
"8918",10045,22541
"8919",10045,16642
"8920",10045,16251
"8921",10045,16643
"8922",10045,29396
"9190",9716,6284
"9206",10552,33146
"9207",10552,33209
"9208",10552,33210
"9209",10552,33258
"9210",10552,33257
"9211",10552,33260
"9220",9814,33146
"9298",9972,22117
"9686",9195,7389
"9813",9814,33654
"9814",9814,33646
"9815",9814,33648
"9833",10552,33600
"9834",10552,33601
"9863",9814,33645
"10008",11047,33750
"10009",11047,33003
"10074",9814,33210
"10075",9814,33257
"10665",9814,32803
"10753",1733,9040
"10970",1733,31161
"10971",1733,9031
"11077",11292,9037
"11078",11292,34608
"11079",11292,2161
"11080",11292,2164
"11098",11292,34602
"11099",11292,5066
"11100",11292,31973
"11101",11292,27653
"11102",11292,23106
"11104",11292,9029
"11105",11292,31161
"11122",11292,6273
"11185",11292,33146
"11187",11292,33561
"11189",11292,34678
"11217",11292,13964
"11218",11292,33972
"11280",11292,9041
"11283",11292,27245
"11341",11403,13751
"11355",11292,32819
"11356",11292,32818
"11413",11302,34520
"11414",11302,34522
"11415",11302,34523
"11416",11302,34524
"11417",11302,34525
"11418",11302,34526
"11419",11302,34527
"11420",11302,34531
"11421",11302,34533
"11422",11302,34536
"11423",11302,34538
"11424",11302,34540
"11425",11302,34542
"11426",11302,34543
"11427",11302,34544
"11428",11302,34545
"11429",11302,34546
"11533",8671,27431
"11599",11292,3289
"11800",2258,33460
"11846",4433,13838
"11896",2437,1858
"12142",11796,1861
"12354",9295,29104
"12355",9295,29106
"12356",9295,35198
"12357",4050,35269
"12364",9295,26407
"12366",9295,31793
"12367",9295,25776
"12368",9295,25778
"12369",9295,26008
"12370",12349,35595
"12416",4699,13413
"12417",4699,13412
"12418",4699,13411
"12453",13051,4643
"12454",13051,9048
"12455",13051,956
"12519",13144,28325
"12556",13155,19728
"12631",10045,35997
"12644",13886,22808
"12645",13886,22800
"12648",13886,10144
"12649",797,34148
"12832",7124,32670
"12834",7124,32806
"12835",7124,32804
"12836",7124,32803
"12837",7124,32801
"12838",7124,32781
"12839",7124,32780
"12840",7124,32807
"12841",7124,32809
"12842",7124,32810
"12843",7124,32634
"12867",14805,35595
"13007",878,27205
"13145",15903,27205
"13161",11796,36141
"13162",16256,35595
"13163",16256,35596
"13164",16256,35598
"13165",16256,35600
"13166",16256,35602
"13167",16256,35606
"13168",16256,35604
"13242",11796,34407
"13243",11796,32157
"13244",11796,32079
"13245",11796,29566
"13246",11796,28047
"13520",4433,30410
"13544",8671,16179
"13545",8671,16181
"13553",18766,4602
"13555",18766,21614
"13556",18766,21570
"13557",18766,13760
"13790",11796,2919
"13791",11796,2917
"13915",4229,20737
"13917",4229,20743
"13919",4229,20739
"13950",9295,16936
"13951",9295,16928
"13952",9295,16929
"13953",9295,16930
"13954",9295,35098
"13955",9295,32143
"13956",9295,27483
"13957",9295,16934
"13958",9295,17770
"13959",9295,16937
"13960",9295,16931
"13961",9295,16935
"13962",9295,17327
"13963",9295,16932
"13964",9295,29446
"13965",9295,28801
"13966",9295,26222
"13967",9295,27699
"13968",9295,26220
"13969",9295,25104
"13970",9295,25106
"13971",9295,26302
"13972",9295,25103
"13973",9295,19881
"13974",9295,19882
"13975",9295,19880
"13976",9295,19875
"13977",9295,9596
"13978",9295,35832
"13979",9295,24652
"13980",9295,9597
"13981",9295,35837
"13982",9295,24653
"13983",9295,9608
"13984",9295,24655
"13985",9295,9598
"13986",9295,24656
"13987",9295,9601
"13988",9295,9602
"13989",9295,9603
"13990",9295,9604
"13991",9295,9605
"13992",9295,9606
"13993",9295,9607
"13994",9295,9609
"13995",9295,9610
"13996",9295,9599
"14000",11796,37554
"14027",966,10662
"14028",966,21167
"14069",20706,27205
"14070",20706,5065
"14174",923,36932
"14252",9455,36924
"14310",8981,25407
"14365",441,31161
"14385",16398,12205
"14387",10526,26462
"14388",10526,26464
"14547",21899,19865
"14602",11396,35595
"14603",11396,35596
"14604",11396,35598
"14676",3381,18380
"14860",9716,29567
"14902",22297,37688
"14903",22297,37684
"14904",22297,37687
"14905",22297,37689
"14906",22297,37690
"14908",22297,37754
"14914",22297,14649
"14915",22297,36164
"14916",22297,36162
"14917",22297,36160
"14918",22297,36074
"14919",22297,36159
"14931",22297,13055
"15203",5828,36157
"15437",22531,21486
"15438",22531,21488
"15439",22531,21490
"15440",22531,21487
"15551",22566,35238
"15631",22599,14741
"15632",22599,14740
"15729",878,32975
"15749",22657,35595
"15777",11292,25120
"15778",11292,20816
"15779",11292,20597
"16239",11292,9066
"16240",11292,27022
"16300",22951,27699
"16301",22951,25104
"16302",22951,26302
"16303",22951,25103
"16304",22951,19880
"16384",7124,39305
"16402",11292,30551
"16446",878,38390
"16498",22971,7250
"16499",22971,7251
"16500",22971,7255
"16501",22971,7256
"16502",22971,7253
"16503",22971,7252
"16697",1338,39220
"16698",1338,39219
"16699",1338,39222
"16700",1338,39206
"16701",1338,39214
"16704",1338,39225
"16705",1338,39226
"16706",1338,39211
"16707",1338,39213
"16708",1338,39212
"16709",1338,39221
"16732",23165,19236
"16733",23165,18989
"16734",23165,4964
"16735",23165,24743
"16736",23165,1746
"16739",23165,25715
"16741",23165,2127
"16742",23165,24742
"16744",23165,85
"16745",23165,1641
"16746",23165,5052
"16747",23165,24182
"16748",23165,1853
"16749",23165,5064
"16750",23165,24746
"16751",23165,8578
"16752",23165,7043
"16753",23165,5062
"16754",23165,4963
"16755",23165,4966
"16877",23214,39668
"16898",6613,28856
"16899",6613,28857
"17151",4914,38390
"17152",4914,36956
"17153",4914,38389
"17154",4914,36953
"17173",23112,5059
"17178",23112,9026
"17179",23112,9036
"17252",23429,6273
"17253",23429,26460
"17254",23429,23360
"17255",23429,9034
"17256",23429,9027
"17257",23429,9029
"17258",23429,14805
"17357",23505,6197
"17358",23505,18990
"17359",23505,21575
"17360",23505,20762
"17361",23505,38261
"17362",23505,40316
"17363",23505,39766
"17364",23505,34274
"17365",23505,40324
"17366",23505,40067
"17367",23505,40065
"17368",23505,40173
"17369",23505,40176
"17370",23505,39375
"17371",23505,38979
"17372",23505,38138
"17373",23505,38137
"17374",23505,38136
"17375",23505,38135
"17376",23505,38140
"17377",23505,38139
"17378",23505,38145
"17379",23505,39123
"17380",23505,39129
"17381",23505,30443
"17382",23505,30446
"17383",23505,30644
"17384",23505,30649
"17385",23505,30656
"17386",23505,30710
"17387",23505,30762
"17388",23505,31264
"17389",23505,31357
"17390",23505,31397
"17391",23505,27205
"17392",23505,9061
"17393",23505,35269
"18100",7124,343
"18108",23657,21828
"18651",7124,41011
"18652",7124,35062
"18653",7124,30124
"18819",878,16641
"18820",878,16639
"18821",878,16634
"18822",24239,22697
"18823",24239,22698
"18824",878,36973
"18825",878,39159
"18826",24239,22376
"19271",24599,22482
"19427",24387,27020
"19428",24387,27023
"19429",24387,27024
"19430",24387,27022
"19431",24387,27026
"19432",24387,27033
"19433",24387,27025
"19434",24387,27027
"19435",24387,27028
"19436",24387,27029
"19437",24387,27030
"19438",24387,33002
"19641",7124,41464
"19642",7124,41462
"19724",25383,868
"19903",3042,41071
"19904",3042,41068
"19908",3042,10144
"19910",3042,482
"19912",3042,492
"19914",3042,483
"19915",3042,442
"19916",3042,491
"19918",3042,489
"19921",3042,10146
"19922",3042,443
"19923",3042,487
"19924",3042,441
"19926",3042,484
"19928",3042,32582
"19929",3042,10145
"19931",3042,446
"19932",3042,41070
"19934",3042,493
"19935",3042,444
"19936",3042,490
"19937",3042,445
"19939",3042,488
"19940",3042,447
"20001",3042,10141
"20004",3042,439
"20386",25543,37005
"20810",24599,22370
"20811",24599,21415
"20852",26578,41321
"20853",26578,40680
"20854",26578,40535
"20855",26578,40534
"20856",26578,40536
"20857",26578,40537
"20858",26578,40538
"21185",26835,358
"21186",26835,360
"21187",26835,361
"21188",26835,359
"21189",26835,363
"21549",26943,38613
"21550",26943,38614
"21551",26943,39591
"21553",26943,38148
"21628",6990,26459
"21749",3381,34996
"21792",12030,25224
"21793",12030,24415
"21794",12030,25221
"21833",447,42235
"21890",11292,13191
"22410",7124,17336
"22411",7124,10614
"22457",45,21076
"22458",45,21077
"22459",45,21078
"22488",878,35828
"22556",9994,40680
"22673",28134,3210
"22693",28134,7421
"22697",28134,3173
"22699",28134,3178
"22700",28134,41145
"22892",28134,13407
"22893",28134,38690
"23319",28381,26958
"23490",28476,5217
"23647",22351,20742
"23648",22351,20740
"24311",28965,29446
"24312",28965,43906
"24313",28965,42179
"24314",28965,43803
"24315",28965,34480
"24432",29230,44118
"24433",29230,44119
"24434",29230,43926
"24435",29230,43928
"24436",29230,43929
"24465",441,11926
"24466",441,44090
"24469",441,42486
"24535",20706,41403
"24536",20706,36932
"24537",20706,9041
"24538",20706,9040
"24539",20706,9026
"24540",20706,9036
"24541",20706,9035
"24542",20706,9028
"24543",20706,9029
"24544",20706,9030
"24545",20706,9034
"24546",20706,9027
"24549",441,38950
"24557",29524,41488
"24757",29524,5052
"24758",29703,2010
"24759",29703,2012
"24760",29524,3757
"24761",29524,44192
"24853",8291,44084
"24858",8291,13840
"24859",719,17341
"24941",29849,14187
"24942",29849,14189
"24943",29849,14188
"24944",29849,14190
"24945",29849,44058
"24946",29849,3841
"24947",29849,3831
"24948",29849,21166
"24949",29849,1256
"25018",29893,44192
"25019",29893,44521
"25034",29849,44531
"25035",29849,44526
"25036",29849,44530
"25037",29849,44057
"25038",29849,18109
"25039",29849,18107
"25042",29849,37594
"25092",7124,44161
"25125",4433,9041
"25363",75,8935
"25364",75,6284
"25367",75,6267
"25747",22951,27698
"25880",29897,42013
"25918",3381,5989
"26028",11396,784
"26155",30031,491
"26162",24387,35275
"26163",24387,37296
"26164",24387,26579
"26165",24387,28342
"26166",24387,28343
"26167",24387,33721
"26168",24387,33722
"26169",24387,35088
"26170",24387,35269
"26171",24387,35268
"26172",24387,35271
"26173",24387,35272
"26174",24387,35273
"26175",24387,35274
"26363",24387,45128
"26364",24387,45124
"26365",24387,45127
"26366",24387,13840
"26367",24387,13832
"26368",24387,13839
"26369",24387,13833
"26370",24387,13835
"26371",24387,13836
"26372",24387,13837
"26373",24387,13838
"26374",24387,13834
"26403",22951,34697
"26404",22951,34700
"26405",22951,34701
"26406",22951,37616
"26407",22951,42451
"26408",22951,42457
"26409",22951,42459
"26430",878,20740
"26431",878,34553
"26460",30473,9244
"26461",30473,9249
"26462",30473,9251
"26463",30473,45579
"26616",30538,39976
"26636",27248,28680
"26744",30595,3816
"26858",27248,27425
"26864",30612,23740
"26868",24387,15872
"26869",24387,15866
"26870",24387,15867
"26871",24387,15868
"26872",24387,15869
"26873",24387,15870
"26874",24387,15871
"26900",30633,30124
"26901",30633,28079
"26902",30633,28080
"26903",30633,28170
"26904",30633,28081
"26905",30633,28157
"26906",30633,27240
"26907",30633,26299
"26908",30633,30158
"26909",30633,14147
"26910",30633,14149
"26911",30633,40387
"26912",30633,39683
"26913",30633,37671
"26914",30633,29543
"26915",30633,30159
"26916",30633,1123
"26917",30633,8934
"26918",30633,36947
"26919",30633,16252
"26920",30633,27200
"26921",30633,30489
"26922",30633,39923
"26923",30633,39924
"26924",30633,40241
"26925",30633,39105
"26926",30633,14146
"26927",30633,1484
"26928",30633,34416
"26929",30633,30322
"26930",30633,28789
"26931",30633,28568
"26943",30647,9177
"26944",30647,26407
"27169",30726,26474
"27341",10045,42460
"27648",22951,47642
"27752",30922,47415
"27753",30922,47416
"27754",30922,47419
"27755",30922,47413
"27756",30922,47422
"27757",30922,47421
"27843",30939,24735
"27844",30939,25238
"27845",30939,24734
"27846",30939,25237
"27847",30939,24733
"27848",8671,46546
"28055",22951,47767
"28083",6436,47105
"28084",6436,46980
"28085",6436,39719
"28086",6436,17661
"28087",6436,17669
"28088",6436,32738
"28092",6436,30251
"28117",30935,47926
"28118",30935,41403
"28120",30935,9026
"28121",30935,9029
"28122",30935,9032
"28127",30935,30375
"28128",30935,26464
"28129",30935,26462
"28130",30935,1263
"28131",30935,11527
"28132",30935,11533
"28133",30935,14152
"28134",30935,10088
"28135",30935,10087
"28136",30935,47495
"28137",30935,39683
"28138",30935,44508
"28139",30935,21637
"28140",30935,46555
"28141",30935,35268
"28142",30935,35275
"28143",30935,29567
"28144",30935,23362
"28145",30935,25300
"28566",5787,46042
"28579",31075,11583
"28834",11172,45124
"28839",6900,26345
"28948",11292,36932
"28949",11292,4034
"29043",4597,48400
"29044",4597,46536
"29045",4597,46537
"29366",4597,48953
"30019",878,27735
"30023",878,44797
"30024",878,44724
"30025",878,44727
"30026",878,44733
"30270",6436,49235
"30271",1815,22325
"30272",1815,22326
"30273",1815,22327
"30274",1815,22328
"30313",61,555
"30314",61,18643
"30315",61,2557
"30316",61,121
"30317",61,2558
"30319",48787,26464
"30320",48793,48597
"30608",6436,49237
"30609",27248,28974
"30812",48860,44359
"30815",48860,3016
"30840",48860,48155
"30841",48860,48156
"30845",48860,48381
"30855",48860,38692
"30856",48860,41995
"30857",48860,4848
"30859",48860,8752
"30860",48860,8753
"30861",48860,8754
"30862",48860,8755
"30863",48860,8756
"31019",48938,48818
"31252",1338,6476
"31253",1338,6479
"31265",2970,1865
"31266",2970,9317
"31267",2970,9320
"31333",32772,11023
"31352",49010,35974
"31364",30935,6257
"31410",49025,35600
"31411",49025,35596
"31412",49025,35606
"31413",49025,36141
"31414",49025,36582
"31415",49025,36580
"31698",6436,17670
"31817",48917,39715
"31874",30935,16643
"31903",48917,39712
"31904",48917,39713
"31905",48917,39717
"31906",48917,39716
"31945",30935,3287
"31946",11396,11072
"31947",11396,326
"31948",11396,18643
"31996",48938,48817
"31997",48938,48816
"31998",48938,48812
"31999",48938,48815
"32000",48938,48820
"32001",48938,48819
"32002",48938,48821
"32003",48938,48822
"32004",48938,48823
"32005",48938,48825
"32006",48938,48826
"32007",48938,48827
"32008",48938,48828
"32009",48938,48829
"32010",48938,48830
"32044",48917,46592
"32046",2503,9184
"32047",2503,9183
"32048",2503,9185
"32049",2503,9186
"32077",7330,21171
"32078",7330,29501
"32079",7330,22327
"32080",7330,21354
"32081",7330,33655
"32082",7330,34155
"32099",48917,44420
"32100",48917,44207
"32101",48917,44206
"32102",48917,44203
"32104",48952,11665
"32120",7330,47426
"32121",7330,19586
"32122",7330,19593
"32123",7330,21137
"32124",7330,19588
"32125",7330,19589
"32126",7330,19601
"32127",7330,19598
"32128",7330,18152
"32140",7330,9318
"32141",7330,47769
"32142",7330,47642
"32143",7330,30118
"32144",7330,33671
"32145",7330,33668
"32146",7330,33635
"32147",7330,33670
"32148",7330,22460
"32149",7330,26659
"32206",30935,41437
"32210",30935,23740
"32214",30935,8535
"32215",30935,8524
"32216",30935,8523
"32217",30935,33750
"32265",10045,46673
"32346",49294,13606
"32347",49294,13607
"32348",49294,13608
"32349",49294,13609
"32392",49309,49752
"32393",49309,47976
"32394",49309,47784
"32397",49309,42703
"32401",49309,43209
"32403",49309,49753
"32404",49309,12802
"32405",49309,4126
"32406",49309,12800
"32407",7330,50751
"32408",49309,1089
"32409",7330,50772
"32410",7330,50746
"32412",49309,9026
"32413",49309,9029
"32414",49309,9027
"32415",49309,9033
"32416",49309,5052
"32417",49309,27205
"32418",4433,4126
"32419",4433,12802
"32420",4433,343
"32421",4433,4125
"32422",49309,5064
"32423",49309,5055
"32424",49309,5062
"32425",49309,5060
"32426",49309,32975
"32427",49309,6264
"32428",49309,6270
"32429",49309,6269
"32430",49309,35088
"32431",49309,33722
"32432",49309,35268
"32433",49309,35272
"32434",49309,35269
"32435",49309,35275
"32436",49309,28342
"32437",49309,28343
"32438",49309,26579
"32439",49309,6191
"32441",49309,50348
"32442",49309,43490
"32443",49309,22482
"32444",49309,7009
"32445",49309,7228
"32446",49309,4540
"32447",49309,5217
"32448",49309,20789
"32449",49309,5204
"32450",49318,50308
"32451",49318,50314
"32452",49318,50312
"32453",49318,5066
"32454",49318,5065
"32455",49318,50158
"32456",49318,6262
"32457",49318,6257
"32512",48860,29945
"32513",48860,6219
"32514",48860,4640
"32515",48860,18576
"32516",49324,50528
"32517",49324,49013
"32547",49314,4384
"32549",49317,50415
"32571",49309,33721
"32573",49309,33562
"32574",49317,27426
"32575",49317,27425
"32576",49317,16358
"32577",49317,9765
"32578",49317,9768
"32579",49317,9769
"32580",49317,11147
"32581",49317,11146
"32582",49317,11145
"32583",49317,11144
"32584",49317,11143
"32585",49317,11142
"32586",49317,11141
"32587",49317,11137
"32588",49317,3560
"32589",49317,3561
"32590",49317,3563
"32591",49309,31450
"32592",49309,2321
"32593",49309,2316
"32599",49346,49775
"32669",49317,44515
"32670",49317,44516
"32671",49317,42155
"32672",49317,42156
"32673",49317,41805
"32674",49317,40531
"32675",49317,41322
"32676",49317,41321
"32677",49317,40681
"32678",49317,40682
"32679",49317,40680
"32680",49317,40532
"32681",49317,40533
"32682",49317,40535
"32683",49317,40534
"32684",49317,40536
"32685",49317,40537
"32686",49317,40538
"32707",24387,35270
"32708",24387,34519
"32709",24387,1136
"32710",24387,41317
"32711",24387,27001
"32712",24387,39202
"32713",24387,26998
"32714",24387,40602
"32734",49324,47829
"32735",49324,47826
"32736",49324,49017
"32827",49407,48862
"32899",3524,51030
"33088",49444,11356
"33089",49444,49959
"33090",49448,28106
"33091",49448,28107
"33092",49448,49649
"33093",49448,15854
"33094",49448,15858
"33095",49448,15856
"33136",6873,4963
"33142",49309,50867
"33146",49309,19236
"33153",49448,731
"33154",49448,15853
"33159",5148,33460
"33167",49324,44107
"33169",49324,49773
"33170",49324,49772
"33171",49324,41261
"33172",49324,35729
"33173",49324,25776
"33174",8981,49726
"33175",4433,45267
"33177",7330,26302
"33178",7330,28801
"33200",7330,51502
"33201",7330,51547
"33203",7330,51494
"33204",7330,51553
"33207",7330,51500
"33209",7330,51475
"33210",7330,51566
"33211",7330,51568
"33213",7330,51486
"33325",49444,50751
"33326",49444,42351
"33327",49444,43608
"33328",49444,50879
"33329",49444,50868
"33338",7330,50880
"33340",49444,11342
"33349",9994,48541
"33350",49444,42425
"33367",49444,23486
"33451",966,11514
"33489",49324,33976
"33490",49324,18377
"33491",30935,28061
"33492",30935,24978
"33494",49294,42983
"33510",48917,47377
"33511",48917,41758
"33512",48917,47824
"33513",48917,41759
"33514",48917,47826
"33515",48917,47829
"33516",48917,48034
"33517",48917,48041
"33518",48917,42191
"33519",48917,49013
"33520",48917,49017
"33521",48917,49014
"33522",48917,49972
"33523",49309,19255
"33524",49309,34438
"33527",49309,21962
"33534",7330,34897
"33536",7330,31069
"33543",9994,34700
"33605",3524,13260
"33616",49603,49107
"33617",49603,49108
"33618",49603,49110
"33619",49603,49111
"33620",49603,49112
"33621",49603,49113
"33622",49603,49115
"33624",49603,49116
"33625",49603,49117
"33626",49603,49119
"33627",49603,49120
"33628",49603,49121
"33633",49444,51365
"33634",49444,642
"33635",49444,21139
"33659",11292,9064
"33660",11292,9068
"33737",49444,28106
"33738",49444,28107
"33739",49444,731
"33842",49448,29918
"33843",49448,29024
"33895",7330,46798
"33896",7330,49715
"33897",7330,46940
"33898",7330,46834
"33899",7330,48205
"33912",8446,51989
"33949",7330,48633
"33950",7330,44146
"33951",7330,51624
"33952",7330,5217
"33953",7330,5218
"33954",7330,5201
"33955",7330,5211
"33961",7330,41758
"33962",7330,47824
"33963",7330,41759
"33964",7330,49013
"33965",7330,41761
"33966",7330,42197
"33967",7330,47928
"33968",49689,17618
"33969",49689,15701
"33980",7330,50203
"33981",7330,52032
"33982",7330,38970
"33983",7330,37643
"33984",7330,36778
"33985",7330,33641
"33986",7330,27237
"34020",49444,42289
"34021",49444,43655
"34022",49444,643
"34028",49448,17806
"34060",7330,42351
"34061",7330,51641
"34062",7330,37351
"34066",7330,50997
"34069",7330,33241
"34070",7330,32898
"34071",7330,8074
"34072",7330,27294
"34073",7330,31308
"34085",7330,50376
"34086",7330,20705
"34087",7330,34445
"34088",7330,34450
"34104",7330,34447
"34105",7330,5188
"34106",7330,23999
"34107",7330,12047
"34108",7330,16681
"34109",7330,17924
"34146",49448,17362
"34147",49448,13047
"34149",7330,50870
"34252",49794,52195
"34253",49794,50990
"34254",49794,50630
"34262",49794,52213
"34263",49794,52216
"34388",7330,11090
"34389",7330,11117
"34390",7330,33154
"34391",7330,33250
"34396",7330,29640
"34397",7330,22559
"34398",7330,14882
"34399",7330,14883
"34400",7330,32511
"34401",7330,11119
"34413",7330,32505
"34414",7330,32504
"34415",7330,32493
"34416",7330,32502
"34417",7330,32490
"34418",7330,36400
"34419",7330,36457
"34420",7330,36399
"34421",7330,36454
"34466",7330,9317
"34467",7330,34157
"34522",7330,35853
"34523",7330,25691
"34524",7330,35835
"34525",7330,35839
"34526",7330,35841
"34527",7330,35844
"34528",7330,35858
"34529",7330,35876
"34588",49309,24746
"34604",49309,52318
"34605",49448,17459
"34606",7330,40374
"34634",447,52413
"34712",7330,35840
"34714",7330,25693
"34716",7330,40996
"34717",7330,41001
"34739",7330,38589
"34740",7330,46488
"34753",49794,52514
"34831",11796,43490
"34832",11796,50272
"34833",11796,34682
"34860",46322,52318
"35099",49444,4511
"35100",49444,11341
"35101",49444,6219
"35102",49444,14594
"35107",441,31797
"35191",49638,52385
"35311",7330,28186
"35312",7330,28182
"35314",7330,8537
"35315",7330,8534
"35316",7330,8544
"35375",6597,52909
"35376",6597,52907
"35385",8394,9039
"35386",8394,9034
"35387",8394,9030
"35388",8394,9035
"35389",8394,9029
"35390",8394,9027
"35391",8394,9031
"35425",30935,9031
"35426",30935,23739
"35427",30935,9030
"35428",30935,31313
"35429",30935,9036
