"","V1","V2"
"6385",9365,30720
"6392",9490,1941
"6403",9476,25163
"6404",9476,30675
"6405",9476,26403
"6406",9476,28028
"6407",9476,25519
"6408",9476,30712
"6409",9476,2920
"6410",9476,6283
"6411",9476,6282
"6412",9476,27033
"6413",9476,27028
"6414",9476,27024
"6415",9476,26582
"6416",9476,27653
"6417",9476,27502
"6418",9476,12004
"6419",9476,12003
"6420",9476,22306
"6421",9476,21440
"6424",9476,1089
"6425",9476,343
"6426",9476,2537
"6427",9476,20106
"6428",9476,20105
"6429",9476,2534
"6430",9476,2533
"6431",9476,14410
"6432",9476,14409
"6433",9476,2532
"6434",9476,10475
"6435",9476,2539
"6436",9476,2531
"6437",9476,2538
"6438",9476,2535
"6439",9476,12175
"6440",9476,10089
"6441",9476,30171
"6442",9476,14149
"6443",9476,10087
"6444",9476,10090
"6445",9476,14143
"6446",9476,10085
"6447",9476,14146
"6448",9476,10084
"6449",9476,14142
"6450",9476,10088
"6451",9476,14150
"6452",9476,10086
"6453",9476,14145
"6454",9476,14151
"6455",9476,10081
"6456",9476,10083
"6457",9476,14152
"6458",9476,10082
"6459",9476,14148
"6460",9476,30162
"6461",9476,30163
"6462",9476,29124
"6463",9476,23496
"6464",9476,28459
"6465",9476,28461
"6466",9476,28460
"6467",9476,23492
"6468",9476,23493
"6469",9476,23494
"6470",9476,23495
"6471",9476,23497
"6472",9476,12174
"6473",9476,12176
"6474",9476,12177
"6475",9476,12172
"6476",9476,20753
"6477",9476,16822
"6478",9476,16829
"6479",9476,16827
"6480",9476,16824
"6481",9476,16823
"6482",9476,16825
"6483",9476,25652
"6484",9476,30604
"6485",9476,30159
"6486",9476,21611
"6487",9476,31031
"6488",9476,29061
"6489",9476,27240
"6490",9476,26299
"6495",1757,28857
"6496",1757,28856
"6497",1757,28855
"6543",7441,28857
"6544",7441,28856
"6545",7441,28855
"6625",9476,15203
"6626",9476,15204
"6627",9476,15212
"6628",9476,30909
"6629",9476,28405
"6630",9476,15208
"6631",9476,15211
"6632",9476,27131
"6633",9476,15210
"6634",9476,15202
"6635",9476,15201
"6636",9476,15205
"6637",9476,26042
"6638",9476,28159
"6639",9476,13964
"6640",9476,26325
"6641",9476,2925
"6642",9476,29387
"6643",9476,28350
"6644",9476,28709
"6645",9476,25756
"6646",9476,29206
"6647",9476,26051
"6648",9476,26072
"6649",9476,26074
"6650",9476,26052
"6651",9476,16146
"6652",7532,28857
"6653",9476,24334
"6654",7532,28856
"6655",7532,28855
"6656",9476,16145
"6657",9476,16144
"6658",9476,16142
"6659",9476,16143
"6660",9476,14010
"6661",9476,14011
"6662",9476,16140
"6663",9476,14009
"6664",9476,16139
"6665",9476,16141
"6666",9476,14008
"6667",9476,19114
"6668",9476,19107
"6669",9476,19111
"6670",9476,19110
"6671",9476,19109
"6672",9476,19108
"6673",9476,28956
"6674",9476,28958
"6675",9476,14866
"6676",9476,19547
"6677",9476,30920
"6678",9476,19548
"6679",9476,14614
"6680",9476,14615
"6681",9476,14607
"6682",9476,14608
"6683",9476,14613
"6684",9476,14606
"6685",9476,14609
"6686",9476,27922
"6687",9476,16251
"6688",9476,27020
"6689",9476,5056
"6690",9476,27205
"6691",9476,5052
"6692",9476,27925
"6693",9476,5060
"6694",9476,29396
"6695",9476,16252
"6696",9476,9039
"6697",9476,9035
"6698",9476,9041
"6699",9476,9040
"6700",9476,9027
"6701",9476,9038
"6702",9476,9028
"6703",9476,8892
"6704",9476,1858
"6705",9476,2166
"6706",9476,7389
"6707",9476,14147
"6708",9476,13959
"6709",9476,25065
"6710",9476,4389
"6711",9476,5049
"6712",9476,5061
"6713",9476,3361
"6714",9476,14037
"6715",9476,17336
"6716",9476,6261
"6717",9476,18486
"6718",9476,13833
"6719",9476,8334
"6720",9476,595
"6721",9476,21045
"6722",9476,26559
"6723",9476,27899
"6724",9476,27245
"6824",9476,12915
"6825",9476,12918
"6826",9476,12916
"6827",9476,12920
"6832",6169,28856
"6833",6169,28857
"6882",9476,29691
"6883",9476,24222
"6884",9476,18079
"6885",9476,14938
"6886",9476,11491
"6887",9476,11490
"6888",9476,14937
"6889",9476,25046
"6890",9476,11492
"6891",9476,11493
"6892",9476,25149
"6893",9476,23365
"6894",9476,23360
"6895",9476,9029
"6896",9476,9034
"6897",9476,9032
"6898",9476,29776
"6899",9476,26909
"6900",9476,23941
"6901",9476,23940
"6902",9476,23939
"6903",9476,15871
"6904",9476,10417
"6905",9476,15870
"6906",9476,25715
"7138",498,28856
"7139",498,28857
"7143",1606,29102
"7148",9476,27391
"7149",9476,14939
"7150",9476,27392
"7151",9476,8579
"7152",9476,8575
"7153",9476,8578
"7154",9476,8577
"7155",9476,10929
"7156",9476,8576
"7157",9476,30141
"7158",9476,30143
"7159",9476,31385
"7160",9476,31198
"7169",9476,86
"7170",9476,2162
"7171",9476,2163
"7172",9476,2164
"7173",9476,2165
"7174",9476,12140
"7175",9476,12126
"7176",9476,12910
"7177",9476,12392
"7178",9476,3489
"7179",9476,123
"7180",9476,122
"7181",9476,28650
"7182",9476,11267
"7183",9476,11270
"7184",9476,11268
"7185",9476,17264
"7186",9476,28524
"7187",9476,9294
"7188",9476,29369
"7189",9476,28597
"7190",9476,27238
"7191",9476,27703
"7192",9476,26295
"7193",9476,31207
"7200",5827,28856
"7201",5827,28857
"7217",9476,25499
"7218",9476,25498
"7219",9476,25497
"7220",9476,29935
"7221",9476,29252
"7222",9476,28677
"7223",9476,27686
"7224",9476,17184
"7225",9476,29560
"7226",9476,26932
"7227",9476,28467
"7228",9476,28468
"7233",5350,27023
"7234",5350,27022
"7320",9516,29452
"7321",9516,28889
"7322",9516,25933
"7323",9516,7788
"7324",9516,7790
"7325",9516,7789
"7326",9516,7787
"7339",8522,31201
"7340",8522,31202
"7341",8522,31203
"7342",8522,28067
"7343",8522,28183
"7345",9521,26248
"7348",8522,11873
"7496",9547,22141
"7497",9547,22142
"7501",1504,28856
"7502",1504,28857
"7575",9476,28679
"7576",9476,28532
"7582",7308,30124
"7600",9476,17756
"7601",9476,6035
"7602",9476,2438
"7603",9476,27214
"7633",9476,30270
"7634",9476,11928
"7635",9476,11910
"7636",9476,11923
"7637",9476,11925
"7638",9476,11922
"7639",9476,11919
"7640",9476,11918
"7641",9476,11917
"7642",9476,11912
"7643",9476,4197
"7644",9476,4195
"7645",9476,4194
"7646",9476,24286
"7647",9476,1141
"7648",9476,19728
"7649",9476,11929
"7650",9476,2167
"7651",9476,19727
"7652",9476,13204
"7653",9476,19741
"7654",9476,19742
"7655",9476,27200
"7656",9476,26208
"7674",9476,15866
"7675",9476,24405
"7676",9476,29619
"7677",9476,24406
"7678",9476,29615
"7679",9476,24407
"7680",9476,29174
"7681",9476,24408
"7682",9476,26288
"7683",9476,24409
"7684",9476,26286
"7685",9476,25107
"7686",9476,24410
"7687",9476,20021
"7688",9476,24411
"7689",9476,31825
"7690",9476,24412
"7691",9476,24413
"7692",9476,24414
"7693",9476,31883
"7694",9476,31720
"7695",9476,26064
"7696",9476,21297
"7697",9476,21304
"7698",9476,21303
"7699",9476,21301
"7700",9476,20224
"7701",9476,20222
"7702",9476,20226
"7703",9476,20229
"7704",9476,20228
"7705",9476,20227
"7706",9476,20223
"7707",9476,20220
"7708",9476,21294
"7709",9476,20221
"7710",9476,21298
"7711",9476,21296
"7712",9476,21295
"7713",9476,19882
"7714",9476,29446
"7715",9476,31448
"7716",9476,30373
"7717",9476,30325
"7765",9476,32072
"7766",9476,30672
"7767",9476,12483
"7768",9476,28424
"7769",9476,27256
"7770",9476,5051
"7771",9476,15868
"7772",9476,1233
"7773",9476,8037
"7774",9476,5057
"7775",9476,15872
"7776",9476,8405
"7777",9476,8404
"7778",9476,31382
"7779",9476,25730
"7780",9476,27005
"7828",9476,30809
"7829",9476,5063
"7830",9476,6380
"7831",9476,6189
"7832",9476,5710
"7833",9476,5708
"7834",9476,692
"7835",9476,691
"7836",9476,84
"7837",9476,6407
"7838",9476,6410
"7839",9476,6408
"7840",9476,6412
"7841",9476,6406
"7842",9476,4126
"7843",9476,7283
"7844",9476,7285
"7845",9476,26706
"7846",9476,27539
"7847",9476,27542
"7848",9476,31582
"7849",9476,27449
"7850",9476,26775
"7851",9476,22461
"7852",9476,22462
"7853",9476,22463
"7862",9476,3752
"7863",9476,3756
"7864",9476,3757
"7917",9476,25137
"7918",9476,23364
"7919",1606,11663
"7922",7308,30488
"8085",9476,31594
"8086",9476,32185
"8087",9476,18022
"8088",9476,21441
"8089",9476,18021
"8090",9476,18013
"8091",9476,21439
"8092",9476,18020
"8093",9476,18019
"8094",9476,18018
"8095",9476,18017
"8096",9476,18016
"8105",9634,22480
"8129",9634,3229
"8192",1266,32109
"8193",1266,30807
"8194",1266,2905
"8195",1266,834
"8196",1266,835
"8197",1266,839
"8198",1266,833
"8199",1266,836
"8200",1266,838
"8206",3213,32582
"8251",7308,32565
"8252",7308,32276
"8253",7308,32564
"8254",7308,24991
"8255",7308,24992
"8282",1266,30973
"8283",1266,30972
"8284",1266,30971
"8285",1266,30970
"8286",1266,30808
"8298",964,32336
"8311",964,32702
"8333",542,32143
"8334",9476,32604
"8358",964,32779
"8360",9515,31115
"8363",9515,31116
"8396",9476,28730
"8397",9828,26511
"8416",9673,10251
"8417",9673,10246
"8418",9673,10230
"8458",9476,32880
"8459",7308,32742
"8486",964,32797
"8574",9909,14394
"8579",7308,32988
"8624",9947,32378
"8631",7308,32846
"8804",10004,21414
"8805",10004,21412
"8806",10004,21409
"8807",10004,21410
"8808",10004,21417
"8809",10004,21416
"8810",10004,21676
"8812",10004,21569
"8813",10004,24668
"8814",10004,24669
"8815",10004,23047
"8816",10004,23048
"8817",10004,23044
"8818",10004,23045
"8819",10004,31070
"8820",10004,31069
"8821",10004,22479
"8822",10004,22480
"8930",9849,33240
"8931",9849,32973
"8932",10069,30766
"8933",10069,29665
"8934",10069,22617
"8935",10069,22618
"8936",10069,22622
"8937",10069,22621
"8938",10069,27698
"8939",10069,25104
"8940",10069,19879
"8942",10069,5215
"9043",3021,26056
"9355",10731,27698
"9356",10731,19874
"9357",10731,26302
"9359",1535,13191
"9468",10803,23078
"9469",10803,23079
"9470",10803,23080
"9471",10803,23084
"9472",10803,23083
"9473",10803,23081
"9474",10803,23082
"9587",10866,11122
"9654",8454,33849
"9854",10992,5062
"9855",8454,19735
"9856",8454,33557
"9857",8454,33627
"9868",9262,33146
"10034",542,34108
"10036",542,33714
"10077",11060,33232
"10605",11060,5056
"10606",11060,27205
"10671",8611,5058
"10742",8611,16516
"10868",11226,17644
"10920",542,33146
"10930",542,34359
"11003",9471,32754
"11254",542,33972
"11258",10069,22222
"11322",11392,28170
"11323",11392,26511
"11338",10069,33638
"11362",8611,30489
"11622",9262,34190
"11624",9262,35098
"11661",11593,866
"11741",11570,17521
"11742",11570,20739
"11743",262,14602
"11744",262,15251
"11746",11570,20743
"11747",11570,17010
"11748",11570,20742
"11749",11570,20740
"11758",8454,35088
"11759",8454,28342
"11760",8454,33722
"11761",8454,33721
"11762",8454,28343
"11763",8454,26579
"11764",8454,35268
"11765",8454,35274
"11766",8454,35270
"11767",8454,35271
"11768",8454,35272
"11769",8454,35273
"11770",8454,35269
"11771",8454,35275
"12166",12232,439
"12167",12232,440
"12168",12232,478
"12169",12232,485
"12170",12232,10144
"12171",12232,10141
"12172",12232,32582
"12173",12232,10145
"12174",12232,10142
"12175",12232,10146
"12176",12232,10143
"12177",12232,437
"12178",12232,438
"12179",12232,442
"12180",12232,443
"12181",12232,441
"12182",12232,486
"12183",12232,492
"12184",12232,491
"12185",12232,487
"12186",12232,483
"12187",12232,482
"12308",10069,19880
"12309",10069,26302
"12310",10069,25103
"12520",13019,15701
"12521",13019,15703
"12522",13019,23196
"12523",13019,23306
"12524",13019,23307
"12525",13019,23308
"12526",13019,15702
"12527",13019,23255
"12528",13019,23256
"12536",13019,3171
"12537",13019,3178
"12538",13019,26987
"12539",13019,3172
"12540",13019,3173
"12541",13019,3174
"12542",13019,3175
"12543",13019,3176
"12544",13019,3177
"12545",13019,3209
"12546",13019,3208
"12547",13019,3207
"12548",13019,3206
"12549",13019,3210
"12550",13019,3211
"12551",13019,3212
"12552",13019,3213
"12553",13019,3214
"12554",13019,3215
"12555",13019,3216
"12598",13019,21638
"12599",13019,21637
"12600",13019,21639
"12786",9416,18379
"12810",10069,35945
"12868",14835,5063
"12887",9849,35916
"12976",5350,14149
"13031",15497,22800
"13145",15903,27205
"13331",542,35098
"13332",542,33378
"13336",542,35458
"13338",542,36947
"13408",7568,14108
"13409",7568,14106
"13410",7568,14109
"13546",10936,32817
"13547",10936,36947
"13548",10936,35459
"13549",10936,28650
"13550",10936,11267
"13551",10936,11270
"13552",10936,11268
"13641",7389,8350
"13642",7389,32836
"13643",7389,36932
"13644",7389,9040
"13784",542,37112
"13861",19729,28033
"13862",19729,28462
"13863",19729,28032
"13864",19729,28043
"13933",19729,35459
"13934",19729,1722
"13936",19729,33146
"14027",966,10662
"14028",966,21167
"14170",21519,6190
"14185",9828,37562
"14249",10968,37907
"14250",10968,37849
"14251",10968,34592
"14313",21822,440
"14314",21822,10141
"14364",9471,28633
"14771",9416,18380
"15057",22381,38300
"15058",22381,38241
"15064",22291,22800
"15099",8760,25932
"15100",8760,17721
"15264",7308,6262
"15332",22291,35695
"15337",8760,17718
"15405",8666,25300
"15406",8666,25163
"15413",9673,37041
"15426",8666,38138
"15427",8666,38136
"15428",8666,38139
"15429",8666,38140
"15430",8666,38145
"15431",8666,38135
"15526",22422,29404
"15540",22558,9032
"15801",10968,39433
"15802",18321,36474
"15823",19729,2437
"15851",1266,19579
"16299",8666,37719
"16305",22957,12923
"16306",22957,12922
"16307",22957,12924
"16308",22957,12925
"16309",22957,12926
"16310",22957,12927
"16335",19729,31161
"16336",19729,36932
"16337",19729,9041
"16338",19729,9026
"16339",19729,9035
"16340",19729,9028
"16341",19729,9030
"16342",19729,9032
"16343",19729,9034
"16344",19729,9027
"16345",19729,9039
"16346",19729,9037
"16347",19729,9036
"16348",19729,9029
"16349",19729,9038
"16350",19729,9040
"16351",19729,9031
"16430",8611,8880
"16431",8611,8897
"16432",8611,8896
"16445",9262,39373
"16447",18321,14143
"16468",8611,21568
"16469",8611,5230
"16470",8611,13191
"16504",8611,23473
"16505",8611,11314
"16506",8611,16143
"16507",8611,17265
"16508",8611,23205
"16509",8611,9064
"16510",8611,18347
"16511",8611,32187
"16527",8611,19882
"16529",9673,38994
"16530",9673,37244
"16555",23108,26302
"16556",23108,29446
"16787",7621,28856
"16788",7621,28857
"16821",8611,21571
"16822",8611,21570
"16823",8611,31313
"16824",8611,8882
"16825",8611,8876
"16826",8611,8875
"16827",8611,13755
"16828",8611,13758
"16829",8611,13757
"16830",8611,13759
"16831",8611,8895
"16832",8611,8899
"16833",8611,14835
"16836",8611,14838
"16837",8611,14840
"16838",8611,11192
"16839",8611,11390
"16840",8611,8884
"16841",8611,8888
"16842",8611,8886
"16843",8611,8890
"16844",8611,8885
"16845",8611,8881
"16846",8611,8873
"16847",8611,8878
"16849",8611,8889
"16850",8611,8877
"16851",8611,8883
"16852",8611,8892
"16853",8611,8874
"16854",8611,8891
"16855",8611,8893
"16856",8611,8894
"16857",8611,33750
"16858",8611,37261
"16859",8611,33003
"16860",1612,28856
"16861",1612,28857
"16862",8611,6465
"16865",8611,18991
"16868",8611,39887
"16869",8611,28652
"16870",8611,28861
"16907",3076,28856
"16908",3076,28857
"17043",23280,27425
"17044",23280,27426
"17045",23280,9765
"17046",23280,9768
"17047",23280,9769
"17048",23280,16358
"17071",7446,28856
"17072",7446,28857
"17117",8611,26302
"17119",8611,27732
"17176",1266,24365
"17177",8501,28106
"17195",10069,27122
"17319",8611,20220
"17320",8611,31720
"17321",8611,20229
"17322",8611,20228
"17323",8611,20222
"17324",8611,21301
"17325",8611,20227
"17337",10069,21578
"18029",8611,9066
"18113",7238,28801
"18355",19729,39993
"18419",23253,37302
"18420",23253,36225
"18422",23815,37373
"18511",9849,40349
"18767",3213,41071
"18768",3213,41068
"18769",3213,10142
"18770",3213,10146
"18771",3213,41070
"18772",3213,493
"18773",3213,444
"18774",3213,490
"18775",3213,488
"18776",3213,447
"19024",542,35330
"19119",15497,440
"19123",4675,27391
"19124",4675,14939
"19125",4675,27392
"19126",4675,14938
"19127",4675,14937
"19128",4675,8579
"19129",4675,8575
"19130",4675,8578
"19131",4675,8577
"19132",4675,10929
"19133",4675,8576
"19134",4675,27205
"19135",4675,5066
"19136",4675,5065
"19137",4675,5059
"19138",4675,5056
"19139",4675,5055
"19140",4675,5063
"19141",4675,5064
"19142",4675,5062
"19143",4675,5060
"19144",4675,5061
"19145",4675,5050
"19146",4675,5052
"19147",4675,5058
"19148",4675,5054
"19149",4675,5053
"19150",4675,5057
"19151",4675,5049
"19152",4675,5051
"19153",4675,36932
"19154",4675,31161
"19155",4675,9041
"19156",4675,9040
"19157",4675,9026
"19158",4675,9039
"19159",4675,9038
"19160",4675,9037
"19161",4675,9036
"19162",4675,9035
"19163",4675,9028
"19164",4675,9029
"19165",4675,9031
"19166",4675,9030
"19167",4675,9032
"19168",4675,9034
"19169",4675,9033
"19170",4675,9027
"19171",4675,32975
"19172",4675,27735
"19173",4675,6284
"19174",4675,6282
"19175",4675,6281
"19176",4675,6283
"19177",4675,6273
"19178",4675,6280
"19179",4675,6263
"19180",4675,6279
"19181",4675,6271
"19182",4675,6261
"19183",4675,6278
"19184",4675,6272
"19185",4675,6277
"19186",4675,6258
"19187",4675,6257
"19188",4675,6267
"19189",4675,6262
"19190",4675,6276
"19191",4675,6275
"19192",4675,6266
"19193",4675,6265
"19194",4675,6259
"19195",4675,6260
"19196",4675,6268
"19197",4675,6269
"19198",4675,6270
"19199",4675,6264
"19200",4675,6274
"19281",10069,41321
"19282",10069,41322
"19283",10069,40681
"19284",10069,40682
"19285",10069,40680
"19286",10069,40532
"19287",10069,40533
"19288",10069,40535
"19289",10069,40534
"19290",10069,40531
"19291",10069,40536
"19292",10069,40537
"19294",10069,40538
"19318",8611,41295
"19319",8611,33302
"19320",8611,29096
"19386",24817,804
"19387",9476,39241
"19388",9476,38556
"19389",9476,38555
"19390",9476,38557
"19391",9476,5728
"19392",9476,5726
"19393",9476,5725
"19394",9476,38558
"19395",9476,5727
"19396",9476,36947
"19398",9476,13209
"19399",9476,32574
"19400",9476,40658
"19401",9476,33876
"19427",24387,27020
"19428",24387,27023
"19429",24387,27024
"19430",24387,27022
"19431",24387,27026
"19432",24387,27033
"19433",24387,27025
"19434",24387,27027
"19435",24387,27028
"19436",24387,27029
"19437",24387,27030
"19438",24387,33002
"19701",25343,37045
"19702",25343,34407
"19703",25343,32157
"19704",25343,32079
"19705",25343,30159
"19706",25343,29566
"19707",25343,28047
"19708",25343,41443
"19709",25343,41429
"19710",25343,39467
"19711",25343,35584
"19712",25343,22229
"19713",25343,22225
"19714",25343,40387
"19715",25343,9037
"19716",25343,9036
"19725",20246,35958
"20567",3213,41638
"20593",25687,32516
"20662",22188,34682
"20663",22188,37506
"20664",22188,38971
"20665",22188,39157
"20666",22188,41835
"20667",22188,35789
"20668",22188,28679
"20669",22188,28532
"20670",22188,40658
"20671",22188,33876
"20672",22188,26460
"20673",22188,26461
"20674",22188,26463
"20675",22188,26459
"20676",22188,26465
"20677",22188,1264
"20678",22188,1263
"20679",22188,31204
"20680",22188,24978
"20681",22188,26466
"20812",9262,26999
"20813",10912,26460
"20955",2122,32425
"20956",2122,30040
"20957",2122,30044
"20958",2122,28440
"20959",2122,6146
"20960",2122,6147
"20961",2122,6149
"20962",2122,6148
"20963",2122,6150
"20964",2122,7910
"20965",2122,6770
"20966",2122,12888
"20967",2122,93
"20968",2122,5890
"20969",2122,6531
"20970",2122,10698
"20971",2122,25014
"20972",2122,25318
"20973",2122,5730
"20974",2122,5731
"20975",2122,898
"20976",2122,5689
"20977",2122,10972
"20978",2122,5603
"20979",2122,24889
"20980",2122,35259
"20981",2122,35260
"20982",2122,32448
"20983",2122,34664
"21209",26852,40534
"21210",26852,40535
"21391",26859,41322
"21400",26859,41321
"21402",26859,40682
"21510",25343,30585
"21511",25343,8400
"21512",25343,8404
"21559",11183,42155
"21560",11183,42156
"21561",11183,41805
"21562",11183,41322
"21563",11183,41321
"21564",11183,40535
"21565",11183,40533
"21566",11183,40532
"21567",11183,40680
"21568",11183,40682
"21569",11183,40534
"21570",11183,40536
"21571",11183,40537
"21572",11183,40538
"21617",5308,41182
"21618",5308,37285
"21932",27546,42520
"22003",20481,42132
"22005",11183,42174
"22006",11183,42173
"22206",26310,24745
"22207",26310,24746
"22208",26310,24749
"22209",26310,24747
"22210",26310,24748
"22211",26310,24742
"22212",26310,24743
"22213",26310,24744
"22215",26310,27205
"22279",9476,20762
"22280",9476,5214
"22281",9476,5216
"22282",9476,5217
"22283",9476,5215
"22284",9476,5218
"22285",9476,5201
"22286",9476,5202
"22287",9476,5209
"22288",9476,5210
"22289",9476,5211
"22290",9476,5212
"22291",9476,5213
"22292",9476,5200
"22293",9476,5205
"22294",9476,5203
"22295",9476,5207
"22296",9476,5204
"22297",9476,5206
"22298",9476,5208
"22975",8611,27482
"22976",8611,25574
"22977",8611,42988
"22978",8611,42633
"23086",9476,17341
"23087",9476,1123
"23088",9476,10614
"23089",9476,27520
"23093",9476,38284
"23342",19729,41403
"23361",9476,43175
"23362",9476,42326
"23363",9476,37580
"23364",9476,31612
"23365",9476,31615
"23366",9476,31611
"23367",9476,31618
"23368",9476,39305
"23369",9476,39390
"23381",5308,42952
"23494",8611,16709
"23495",8611,12629
"23496",8611,28696
"23548",28505,42983
"23576",9476,40507
"23577",9476,42173
"23578",9476,40532
"23579",9476,41322
"23580",9476,41321
"23581",9476,40538
"23582",9476,40681
"23583",9476,40682
"23584",9476,40680
"23585",9476,40533
"23586",9476,40535
"23587",9476,40534
"23588",9476,40531
"23589",9476,40536
"23590",9476,40537
"23591",9476,19879
"23592",9476,42156
"23594",9476,43106
"23652",9476,36474
"23653",9476,27482
"23654",9476,25574
"23655",9476,43328
"23658",9476,41432
"23659",9476,41429
"23660",9476,41760
"23661",9476,42574
"23662",9476,42575
"23663",9476,38390
"23664",9476,36956
"23665",9476,32973
"23666",9476,38389
"23667",9476,36953
"23668",9476,32971
"23669",9476,33962
"23670",9476,42174
"23671",9476,26302
"23818",28661,5217
"23898",8724,33232
"23904",8724,42988
"23907",8724,42633
"23920",8724,1484
"23965",8724,34742
"23966",8724,42630
"23968",8724,9282
"23969",8724,9277
"24046",1606,21076
"24148",10936,35997
"24235",2122,16526
"24251",2122,8761
"24252",262,36023
"24253",262,41805
"24254",262,42156
"24255",262,40533
"24256",262,37732
"24377",22188,44127
"24378",22188,43490
"24379",22188,43106
"24380",22188,43101
"24386",29138,25683
"24409",29211,440
"24410",29211,28801
"24439",29228,41371
"24440",29228,41370
"24441",8724,44248
"24450",8724,37372
"24451",29211,26950
"24471",29252,27205
"24573",8611,41867
"24773",2122,4222
