"","V1","V2"
"13325",16033,36968
"13330",17795,35595
"13334",9992,36953
"13335",9992,36956
"13337",9992,36947
"13340",11317,14614
"13341",11317,1714
"13342",11317,1701
"13343",11317,1702
"13344",11317,1703
"13345",11317,1695
"13346",11317,1704
"13347",11317,1694
"13348",11317,9027
"13401",17870,8728
"13473",15806,6380
"13558",11317,36947
"13559",11317,35459
"13560",11317,28650
"13561",11317,11267
"13562",11317,11270
"13563",11317,11268
"13564",11317,15250
"13565",11317,15251
"13566",11317,15249
"13567",11317,4969
"13568",11317,12980
"13569",11317,12988
"13570",11317,12986
"13571",11317,12987
"13572",11317,12979
"13573",11317,12975
"13574",11317,12976
"13575",11317,12983
"13576",11317,12984
"13577",11317,12985
"13578",11317,12981
"13579",11317,12977
"13580",11317,12978
"13581",11317,12982
"13777",20465,29491
"13778",20465,11785
"13779",20465,11786
"13780",20465,11787
"13781",20465,11788
"13782",20465,4223
"13835",9992,36973
"14026",20929,28650
"14043",1474,30075
"14044",1474,26677
"14045",1474,26676
"14046",1474,26675
"14047",1474,26674
"14048",1474,26670
"14049",1474,26671
"14050",1474,26673
"14051",1474,26591
"14052",1474,26588
"14053",1474,13041
"14054",1474,13039
"14055",1474,28584
"14056",1474,29001
"14057",1474,29870
"14058",1474,26740
"14059",1474,26739
"14060",1474,26738
"14061",1474,26737
"14062",1474,26732
"14063",1474,26736
"14064",1474,22370
"14139",21316,35595
"14252",9455,36924
"14397",21879,13191
"14628",21879,1235
"14809",11727,35330
"15126",22401,28681
"15374",22492,37481
"15394",9992,38389
"15395",9992,38390
"15473",770,4964
"15474",770,25649
"15606",22587,36932
"15608",22587,9041
"15646",3523,440
"15647",3523,478
"15648",3523,485
"15649",3523,10143
"15650",3523,10144
"15651",3523,486
"15652",3523,10142
"15653",3523,437
"15654",3523,10146
"15655",3523,479
"15656",3523,438
"15657",3523,482
"15658",3523,32582
"15659",3523,492
"15660",3523,483
"15661",3523,491
"15662",3523,10145
"15663",3523,442
"15664",3523,481
"15665",3523,489
"15666",3523,443
"15667",3523,480
"15668",3523,487
"15669",3523,441
"15670",3523,484
"15671",3523,446
"15672",3523,493
"15673",3523,444
"15674",3523,490
"15691",770,35997
"16279",9992,39159
"16876",23180,37907
"16880",23180,39433
"16881",23180,29254
"16937",4709,28856
"16938",4709,28857
"17032",23277,28801
"17033",23277,26222
"17034",23277,27698
"17035",23277,29446
"17036",23277,27699
"17037",23277,26220
"17038",23277,26302
"17078",23282,5066
"17114",23344,35595
"17182",23277,25104
"17183",23277,25106
"17184",23277,25103
"17185",23277,19881
"17186",23277,19882
"17187",23277,19880
"17188",23277,19874
"17189",23277,19875
"17190",23277,19879
"17191",23277,19876
"17192",23277,19878
"17219",2622,10417
"17247",23420,15455
"17298",23466,21577
"17299",23466,21418
"17300",23466,21578
"17308",23475,40378
"17309",23475,40379
"17310",23475,40380
"17311",23475,40383
"17312",23477,15701
"17313",23477,23256
"17314",23475,40182
"17315",23477,35974
"17316",23477,21637
"17419",23522,35596
"17420",23522,35595
"17421",23522,35598
"17422",23522,35600
"17423",23522,35602
"17424",23522,35606
"17425",23522,35604
"17426",23522,35603
"17427",23522,35607
"17428",23522,35605
"17429",23522,35332
"17430",23522,35333
"17997",2622,7427
"18073",22401,5200
"18074",22401,25778
"18075",22401,38892
"18076",22401,37386
"18113",7238,28801
"18122",22401,40083
"18123",22401,38721
"18125",22401,36401
"18126",22401,35835
"18128",22401,35839
"18129",22401,35844
"18130",22401,35853
"18131",22401,35879
"18132",22401,35137
"18133",22401,35149
"18134",22401,35150
"18135",22401,35151
"18136",22401,34857
"18159",22401,33250
"18160",22401,32490
"18611",23974,35275
"18612",23974,22370
"18614",23974,1605
"18765",3523,41071
"18766",3523,41068
"18793",3523,10141
"18794",3523,439
"18802",3523,41070
"18803",3523,445
"18804",3523,488
"18805",3523,447
"19014",24344,22370
"19021",24344,25776
"19216",22289,32975
"19217",22289,27735
"19218",22289,6283
"19219",22289,6261
"19410",24835,5049
"19411",24835,5057
"19412",24835,5054
"19413",24835,5058
"19414",24835,5052
"19415",24835,5050
"19416",24835,5061
"19417",24835,5060
"19418",24835,5062
"19419",24835,5064
"19420",24835,5063
"19421",24835,5055
"19422",24835,5056
"19423",24835,5065
"19424",24835,5066
"19425",24835,5051
"19426",48,7267
"19681",25324,40743
"19682",25324,40917
"19683",25324,22610
"19684",25324,22611
"20232",25464,30443
"20565",3523,41638
"20776",26533,33849
"20925",26758,2347
"21548",26931,42013
"21629",27089,40356
"21630",27089,41472
"21631",27089,35360
"21635",27089,37526
"21639",27089,1487
"21644",27089,1484
"21647",27089,35328
"21648",27089,15234
"21649",27089,21168
"21665",3078,1123
"21666",3078,17341
"21667",3078,17336
"21684",3078,20738
"21834",27268,5867
"22271",27734,10417
"22272",27734,1858
"22273",27734,14518
"22274",27734,33552
"22275",27734,37175
"22851",3078,41432
"22852",3078,41429
"22853",3078,41760
"23163",28348,42579
"23477",9301,42132
"23478",9301,37302
"24137",28896,21410
"24138",28896,21411
"24164",28929,38300
"24165",28929,38236
"24166",28929,38245
"24167",28929,38241
"24168",28929,38265
"24169",28929,38690
"24170",28929,38659
"24171",28929,38684
"24172",28929,38533
"24173",28929,38262
"24174",28929,38733
"24175",28929,38260
"24176",28929,38271
"24177",28929,42493
"24178",28929,38677
"24179",28929,38259
"24180",28929,38247
"24181",28929,38696
"24182",28929,38309
"24183",28929,38716
"24184",28929,38267
"24185",28929,38730
"24186",28929,38532
"24187",28929,38264
"24188",28929,42536
"24189",28929,38719
"24190",28929,38288
"24191",28929,38676
"24192",28929,38723
"24193",28929,38287
"24194",28929,38732
"24195",28929,38310
"24196",28929,42527
"24197",28929,42530
"24198",28929,42532
"24199",28929,42538
"24200",28929,38296
"24201",28929,38530
"24202",28929,42528
"24203",28929,42531
"24204",28929,42533
"24205",28929,42540
"24206",28929,38720
"24207",28929,38531
"24208",28929,42529
"24209",28929,38724
"24210",28929,42498
"24211",28929,38727
"24212",28929,42500
"24213",28929,42515
"24214",28929,42503
"24215",28929,42525
"24216",28929,42523
"24217",28929,42522
"24218",28929,42520
"24236",3078,26029
"24317",11409,43754
"24318",11409,43752
"24319",11409,43753
"24320",11409,12988
"24321",11409,17009
"24426",29226,31875
"24437",29226,22919
"24438",29226,22920
"24581",22499,43818
"24808",566,44589
"24886",11459,42174
"24977",29885,44708
"24979",29885,44709
"24982",29885,44710
"24984",29885,44714
"24985",29885,44715
"24986",29885,44716
"24989",29885,44719
"24991",29885,44721
"24998",29885,44722
"25068",22289,44094
"25248",3078,7052
"25249",3078,41193
"25251",3078,44610
"25525",3078,45267
"25589",30122,4759
"25600",3078,44892
"25601",3078,34811
"25602",3078,33833
"25787",30175,8895
"25788",30155,8863
"25789",22289,45682
"25837",3078,6552
"25880",29897,42013
"26048",9301,44501
"26123",3078,46240
"26124",3078,43571
"26125",11505,39910
"26134",30328,5049
"26135",30328,5050
"26136",30328,5051
"26137",30328,5052
"26138",30328,5053
"26139",30328,5054
"26158",3078,34923
"26159",3078,33002
"26203",11608,16633
"26204",11608,17259
"26205",11608,15872
"26206",11608,7469
"26207",11608,8342
"26208",11608,2447
"26209",11608,9077
"26210",11608,9064
"26211",11608,9031
"26212",11608,45609
"26213",11608,3784
"26214",11608,4091
"26215",11608,1858
"26216",11608,5818
"26218",11608,19093
"26219",11608,106
"26220",11608,5066
"26221",11608,5052
"26222",11608,5049
"26241",11608,561
"26306",3078,45793
"26314",3078,642
"26315",3078,644
"26318",3078,44161
"26450",11608,44589
"26592",11140,44161
"26593",11140,29567
"26594",11140,37059
"26595",11140,4125
"26609",11459,27023
"26610",11459,46776
"26648",3078,23739
"26649",3078,21568
"26650",3078,38390
"26717",30583,39156
"26718",30583,38964
"26761",3078,5719
"26842",566,39607
"26882",30328,44127
"26887",30328,43490
"26888",30328,43106
"26889",30328,43101
"26890",30328,40687
"26891",30328,41835
"26892",30328,39157
"26893",30328,38971
"26894",30328,37506
"26895",30328,35789
"26896",30328,34682
"26897",30328,28679
"26898",30328,28532
"26966",30620,2483
"27244",30717,37732
"27549",3078,28532
"27550",3078,4387
"27551",3078,27779
"27649",30881,47421
"27650",30881,47422
"27651",30881,47413
"27652",30881,47419
"27653",30881,47416
"27654",30881,47415
"27731",9992,44090
"27765",30920,47354
"27766",30920,47355
"27767",30920,42729
"27768",30920,37327
"27769",30920,37335
"27770",30920,47356
"27771",30920,39621
"27772",30920,43099
"27773",30920,47174
"27774",30920,40352
"27778",30920,22370
"27868",566,47897
"27876",11608,30931
"27877",11608,31973
"27938",30954,4904
"27939",30954,14937
"27940",30954,20593
"27941",30954,24745
"27942",30954,24747
"27943",30954,20423
"27944",30954,4963
"27945",30954,87
"27946",30954,86
"27947",30954,5060
"27948",30954,84
"27949",30954,5064
"27950",30954,4966
"27951",30954,81
"27952",30954,20419
"27953",30954,24742
"27954",30954,1641
"27955",30954,5052
"27956",30954,89
"27957",30954,1853
"27958",30954,9065
"27959",30954,25715
"27960",30954,28524
"27961",30954,88
"27962",30954,83
"27963",30954,9067
"27964",30954,4962
"27965",30954,5062
"27966",30954,4964
"27967",30954,24744
"27968",30954,16197
"27969",30954,7263
"27971",30954,2128
"27972",30954,9041
"27973",30954,33690
"27974",30954,32574
"27975",30954,13209
"27977",30328,5057
"27978",30328,5060
"27979",30328,5061
"27980",30328,5062
"27981",30328,37491
"27982",30328,36620
"27983",30328,29983
"28110",30328,5064
"28111",30328,40658
"28154",30978,46555
"28172",30978,37296
"28203",30045,47926
"28204",30045,32546
"28205",30045,47207
"28223",30978,27020
"28416",30981,24744
"28508",30920,37333
"28509",30920,37370
"28510",30920,38211
"28511",30920,34284
"28512",30920,41805
"28513",30920,40532
"28514",30920,40538
"28581",30328,41317
"28582",30328,33876
"28583",30328,5063
"28585",30328,31204
"28586",30328,26460
"28587",30328,26459
"28588",30328,26462
"28630",30045,48410
"28685",22499,44372
"28690",22499,46536
"28728",30328,26464
"28729",30328,1264
"28730",30328,1263
"28731",30328,27429
"28732",30328,24978
"28733",30328,26466
"28734",30328,26463
"28735",30328,26461
"28736",30328,26465
"28878",1964,1575
"28879",1964,1576
"28880",1964,1577
"28881",1964,1574
"28941",30920,47426
"29196",8094,9889
"29365",303,485
"29673",8290,44652
"29674",8290,37162
"29675",8290,37604
"29863",3078,48265
"29864",3078,48530
"29880",33458,31204
"30183",665,9076
"30185",48202,45127
"30469",11608,28650
"30471",11608,32973
"30472",11608,16252
"30473",11608,29396
"30480",3078,49500
"30481",3078,33418
"30510",3078,48571
"30688",770,29783
"30781",30920,47233
"30782",30920,42733
"30872",11505,26706
"31566",16033,37044
"31567",16033,36776
"31568",16033,36175
"31569",16033,19874
"31571",16033,21171
"31634",16033,50312
"31882",9691,36956
"31921",566,49716
"32063",11608,50470
"32104",48952,11665
"32211",49256,46042
"32212",49256,46072
"32213",49256,22807
"32604",49349,44273
"32605",49349,44274
"32606",49349,18379
"32607",49349,18378
"32608",49349,32215
"32609",49349,50314
"32610",49349,50312
"32611",49349,25779
"32612",49349,42444
"32613",49349,47767
"32614",49349,26302
"32615",49349,27698
"32616",49349,19880
"32617",49349,19879
"32618",49349,29666
"32619",49349,39668
"32620",49349,44148
"32621",49349,5216
"32622",49349,42459
"32623",49349,47292
"32624",49349,42729
"32625",49349,47354
"32626",49349,36445
"32657",22499,50940
"32765",49387,42173
"32901",49349,35376
"32902",49349,45356
"32903",49349,34808
"32904",49349,50995
"32941",30920,51340
"32942",30920,51339
"32943",30920,51338
"32946",30920,51341
"32980",30920,51342
"32993",30920,51343
"33001",30920,51348
"33047",30920,51355
"33050",30920,51356
"33051",30920,51345
"33052",30920,51344
"33323",22401,50314
"33337",3078,50879
"33612",30994,51636
"33674",30920,48444
"33675",30920,48535
"33676",30920,50209
"33677",30920,50881
"33678",30920,51147
"33679",30920,48536
"33680",30920,51148
"33682",49349,32213
"33683",49349,32216
"33684",49349,40998
"33685",49349,19874
"33686",49349,41758
"33687",49349,41761
"33688",49349,33635
"33689",49349,50785
"33690",49349,42703
"33891",49687,22774
"33956",6919,50430
"33957",6919,50425
"33958",6919,50427
"33959",6919,50431
"33960",6919,50433
"33970",3078,50895
"34059",49724,43570
"34213",3078,43997
"34214",3078,40658
"34215",3078,26461
"34216",3078,26462
"34217",3078,26459
"34218",3078,26466
"34219",3078,24978
"34220",3078,31204
"34221",3078,1264
"34255",1474,50879
"34256",1474,50868
"34257",1474,50871
"34258",1474,50878
"34259",1474,50876
"34260",1474,50883
"34261",1474,50870
"34278",1474,36004
"34279",1474,5188
"34280",1474,34422
"34281",1474,34869
"34283",1474,19753
"34288",1474,24480
"34289",1474,24479
"34290",1474,24482
"34911",30920,30004
"35218",22499,48530
"35355",49349,20790
"35459",50061,48512
"35460",50061,48513
"35461",50061,48516
"35462",50061,48514
"35463",50061,48515
"35464",50061,33555
"35465",50061,9403
"35527",30045,48762
"35532",28760,5059
"35564",50102,35596
"35617",9992,52979
"35622",30981,3756
"35647",610,21368
"35648",610,19753
"35649",610,24187
"35650",610,24186
"35652",30920,5203
"35653",30920,5208
"35654",30920,5214
"35655",30920,51620
"35656",30920,44186
"35657",30920,48842
"35661",30920,51904
"35662",30920,51902
"35663",30920,51898
"35664",30920,51896
"35665",30920,47829
"35666",30920,49013
"35667",30920,44107
"35668",30920,41761
"36160",30920,51820
"36161",30920,51821
"36162",30920,46822
"36163",30920,46834
"36164",30920,46908
"36165",30920,48205
"36166",30920,49715
"36360",50170,51220
"36361",50170,51222
"36362",50170,51223
"36363",50170,51876
"36364",50170,51878
"36365",50170,53096
"36366",50170,53456
"36367",50128,17496
"36795",3078,26465
"36796",3078,26460
"36797",3078,26463
"36902",50404,47767
"36903",50404,47769
"36904",50404,19879
"36994",50423,43336
"36995",50423,52506
"36996",50423,35214
"36997",50423,53458
"37026",50366,6263
"37066",49948,53510
"37070",50128,49752
"37071",50423,36257
"37072",50423,30720
"37073",50423,53460
"37074",50423,50348
"37075",50423,44127
"37076",50423,53898
"37077",50423,53899
"37095",11505,54014
"37096",11505,54024
"37167",49803,53460
"37253",30717,46798
"37473",50530,41307
"37474",50530,39040
"37475",50530,40792
"37476",50530,39505
"37477",50530,38391
"37478",50530,37739
"37479",50530,40793
"37480",50530,34972
"37481",50530,27825
"37482",50530,28652
"37483",50530,53654
"37750",50404,53639
"37754",49948,52414
"37755",49948,52762
"37756",49948,53509
"37807",33460,53766
"37808",33460,52280
"37815",30920,50406
"37816",30920,50459
"37834",50366,9058
"37977",50654,46555
"37979",50654,28342
"37980",50654,33722
"37981",50654,33721
"37982",50654,28343
"37983",50654,26579
"37984",50654,35268
"37985",50654,35274
"37987",50654,35270
"37988",50654,35271
"37989",50654,35272
"37990",50654,35273
"37991",50654,35269
"37992",50654,35275
"38031",50668,35595
"38032",50668,35596
"38033",50668,35598
"38034",50668,35600
"38035",50668,35602
"38036",50668,35606
"38037",50668,35604
"38038",50668,1201
"38039",50668,1826
"38040",50668,208
"38041",50668,1824
"38042",50668,1221
"38043",50668,54164
"38044",50668,50665
"38045",50668,1825
"38046",50668,12228
"38047",50668,412
"38048",50668,1616
"38049",50668,209
"38064",50654,594
"38066",50654,10662
"38069",50654,51946
"38070",50654,5057
"38072",50654,5056
"38102",50654,5050
"38157",50654,5058
"38158",50654,5066
"38160",50654,23535
"38165",50654,15924
"38186",50654,22370
"38187",50654,17522
"38188",50654,38944
"38189",50654,38945
"38190",50654,38947
"38191",50654,38948
"38192",50654,38949
"38193",50654,38950
"38194",50654,38952
"38195",50654,41854
"38196",50654,46005
"38197",50654,48740
"38198",50654,49040
"38199",50654,31798
"38200",50654,40222
"38201",50654,18077
"38202",50654,25287
"38203",50654,25288
"38205",50654,40514
"38206",50654,40517
"38207",50654,42255
"38208",50654,42256
"38407",49948,53508
"38452",385,54756
"38453",385,54877
"38454",385,54878
"38455",385,54879
"38456",385,54880
"38457",385,54881
"38458",385,54882
"38459",385,54883
"38460",385,54884
"38461",385,54886
"38462",385,54887
"38463",385,54889
"38554",50668,55098
"38558",50170,53526
"38559",50170,53471
"38560",50170,54299
"38669",49948,54569
"38670",49948,54565
"38685",8605,54756
"38738",49989,15768
"38739",7052,14010
"38740",7052,14008
"38741",7052,16139
"38742",7052,16140
"39005",50859,3666
"39068",50366,30419
"39148",11459,40531
"39309",50947,54227
"39312",50951,54644
"39313",50951,53279
"39314",50951,52828
"39315",50951,50987
"39316",50951,51209
"39317",50951,48033
"39318",50951,41904
"39319",50951,41307
"39320",50951,39040
"39321",50951,40792
"39322",50951,39505
"39323",50951,38391
"39324",50951,37739
"39325",50951,37435
"39326",50951,39887
"39327",50951,40793
"39328",50951,36881
"39329",50951,35803
"39330",50951,34972
"39331",50951,34144
"39332",50951,32632
"39333",50951,27825
"39334",50951,30017
"39335",50951,29479
"39336",50951,31230
"39337",50951,31080
"39338",50951,27915
"39339",50951,31078
"39340",50951,30881
"39341",50951,28861
"39342",50951,29145
"39343",50951,27670
"39344",50951,29413
"39345",50951,29410
"39346",50951,28652
"39347",50951,27645
"39348",50951,30718
"39384",566,55691
"39520",50687,33721
"39521",50687,35275
"39522",50687,35269
"39523",50687,35272
"39524",50687,35274
"39525",50687,35268
"39526",50687,46555
"39703",49349,50599
"39704",49349,40366
"39705",49349,26083
"39715",49948,54568
"39716",49948,54567
"39717",49948,54561
"39721",49948,54563
"39723",49948,53511
"39725",49948,54566
"39849",51087,47767
"39886",51112,55098
"39963",49387,52408
"40098",51087,9765
"40134",49349,22222
"40135",49349,21568
"40137",49349,21572
"40220",2504,29828
"40227",2504,45502
"40252",50687,24745
"40254",50687,24746
"40255",50687,24747
"40309",50964,9029
"40324",51258,22479
"40399",30981,44192
"40447",50687,44090
"40464",50668,56444
"40547",50687,23652
"40548",50687,33460
"40549",50687,23651
"40550",50687,22370
"40551",50687,23361
"40552",50687,14146
"40553",50687,20096
"40554",50687,5056
"40561",50687,24743
"40562",50687,24742
"40563",50687,5055
"40564",50687,5065
"40565",50687,5066
"40587",50687,23363
"40588",50687,27205
"40728",566,41304
"40729",566,41325
"40730",566,42287
"40731",566,43013
"40732",566,44773
"40733",566,44253
"40734",566,45940
"40735",566,47428
"40736",566,47455
"40737",566,47906
"40738",566,48112
"40943",33460,53764
"41171",50975,21979
"41259",51478,56952
"41260",51478,56946
"41261",51478,56948
"41262",51478,56950
"41263",51478,56951
"41334",51518,9909
"41337",51518,9907
"41354",48949,57048
"41355",48949,57049
"41356",48949,51881
"41357",48949,40535
"41368",50673,42972
"41369",50673,47614
"41372",50673,8890
"41377",50673,12428
"41378",50673,4057
"41379",50673,16679
"41498",51580,52930
